order_id,customer_id,sku_id,sku_name
T00596,C0068,SKU_021,餅乾
T00596,C0068,SKU_024,口香糖
T00597,C0098,SKU_001,尿布
T00597,C0098,SKU_003,啤酒
T00597,C0098,SKU_006,米
T00597,C0098,SKU_008,醬油
T00597,C0098,SKU_014,雪碧
T00598,C0998,SKU_002,起司
T00598,C0998,SKU_004,紅酒
T00598,C0998,SKU_016,豆漿
T00598,C0998,SKU_023,洋芋片
T00599,C1178,SKU_002,起司
T00599,C1178,SKU_004,紅酒
T00599,C1178,SKU_011,杯麵
T00599,C1178,SKU_015,牛奶
T00599,C1178,SKU_023,洋芋片
T00599,C1178,SKU_026,牙膏
T00600,C0560,SKU_007,可樂
T00601,C0406,SKU_001,尿布
T00601,C0406,SKU_015,牛奶
T00602,C0302,SKU_007,可樂
T00602,C0302,SKU_015,牛奶
T00602,C0302,SKU_024,口香糖
T00603,C1065,SKU_003,啤酒
T00603,C1065,SKU_005,塑膠袋
T00603,C1065,SKU_009,礦泉水
T00603,C1065,SKU_029,SKU_NEW_001
T00604,C0829,SKU_007,可樂
T00605,C0617,SKU_003,啤酒
T00605,C0617,SKU_009,礦泉水
T00605,C0617,SKU_019,橘子
T00605,C0617,SKU_023,洋芋片
T00606,C0090,SKU_001,尿布
T00606,C0090,SKU_002,起司
T00606,C0090,SKU_003,啤酒
T00606,C0090,SKU_004,紅酒
T00606,C0090,SKU_005,塑膠袋
T00606,C0090,SKU_007,可樂
T00606,C0090,SKU_018,香蕉
T00606,C0090,SKU_020,葡萄
T00607,C0872,SKU_001,尿布
T00607,C0872,SKU_002,起司
T00607,C0872,SKU_003,啤酒
T00607,C0872,SKU_010,寶特瓶飲料
T00607,C0872,SKU_027,洗髮精
T00607,C0872,SKU_030,SKU_NEW_002
T00608,C0757,SKU_014,雪碧
T00609,C0627,SKU_009,礦泉水
T00609,C0627,SKU_010,寶特瓶飲料
T00609,C0627,SKU_022,巧克力
T00609,C0627,SKU_026,牙膏
T00610,C0772,SKU_024,口香糖
T00610,C0772,SKU_025,衛生紙
T00611,C0105,SKU_006,米
T00611,C0105,SKU_007,可樂
T00611,C0105,SKU_008,醬油
T00611,C0105,SKU_023,洋芋片
T00611,C0105,SKU_024,口香糖
T00611,C0105,SKU_029,SKU_NEW_001
T00612,C0197,SKU_001,尿布
T00612,C0197,SKU_002,起司
T00612,C0197,SKU_003,啤酒
T00612,C0197,SKU_004,紅酒
T00613,C0126,SKU_015,牛奶
T00613,C0126,SKU_025,衛生紙
T00614,C1191,SKU_006,米
T00614,C1191,SKU_008,醬油
T00614,C1191,SKU_018,香蕉
T00614,C1191,SKU_020,葡萄
T00614,C1191,SKU_027,洗髮精
T00615,C0379,SKU_025,衛生紙
T00616,C0378,SKU_007,可樂
T00617,C0068,SKU_001,尿布
T00617,C0068,SKU_003,啤酒
T00617,C0068,SKU_006,米
T00617,C0068,SKU_008,醬油
T00617,C0068,SKU_016,豆漿
T00617,C0068,SKU_026,牙膏
T00618,C0108,SKU_008,醬油
T00618,C0108,SKU_009,礦泉水
T00618,C0108,SKU_025,衛生紙
T00619,C1011,SKU_014,雪碧
T00619,C1011,SKU_015,牛奶
T00619,C1011,SKU_016,豆漿
T00620,C0210,SKU_007,可樂
T00620,C0210,SKU_009,礦泉水
T00620,C0210,SKU_017,蘋果
T00620,C0210,SKU_022,巧克力
T00620,C0210,SKU_026,牙膏
T00620,C0210,SKU_030,SKU_NEW_002
T00621,C0050,SKU_007,可樂
T00621,C0050,SKU_018,香蕉
T00622,C0890,SKU_001,尿布
T00622,C0890,SKU_011,杯麵
T00622,C0890,SKU_026,牙膏
T00622,C0890,SKU_029,SKU_NEW_001
T00623,C0430,SKU_001,尿布
T00623,C0430,SKU_004,紅酒
T00623,C0430,SKU_010,寶特瓶飲料
T00624,C0773,SKU_004,紅酒
T00624,C0773,SKU_009,礦泉水
T00624,C0773,SKU_011,杯麵
T00624,C0773,SKU_014,雪碧
T00625,C0320,SKU_006,米
T00625,C0320,SKU_008,醬油
T00625,C0320,SKU_014,雪碧
T00625,C0320,SKU_015,牛奶
T00625,C0320,SKU_022,巧克力
T00625,C0320,SKU_023,洋芋片
T00626,C0459,SKU_009,礦泉水
T00626,C0459,SKU_014,雪碧
T00627,C0788,SKU_002,起司
T00627,C0788,SKU_006,米
T00627,C0788,SKU_008,醬油
T00627,C0788,SKU_018,香蕉
T00628,C1491,SKU_005,塑膠袋
T00628,C1491,SKU_007,可樂
T00628,C1491,SKU_011,杯麵
T00629,C0355,SKU_001,尿布
T00629,C0355,SKU_003,啤酒
T00629,C0355,SKU_010,寶特瓶飲料
T00629,C0355,SKU_026,牙膏
T00630,C0807,SKU_010,寶特瓶飲料
T00630,C0807,SKU_011,杯麵
T00631,C0636,SKU_004,紅酒
T00631,C0636,SKU_009,礦泉水
T00631,C0636,SKU_020,葡萄
T00631,C0636,SKU_028,茶包
T00631,C0636,SKU_029,SKU_NEW_001
T00632,C0131,SKU_001,尿布
T00632,C0131,SKU_005,塑膠袋
T00632,C0131,SKU_010,寶特瓶飲料
T00632,C0131,SKU_017,蘋果
T00632,C0131,SKU_022,巧克力
T00633,C0289,SKU_005,塑膠袋
T00633,C0289,SKU_017,蘋果
T00633,C0289,SKU_026,牙膏
T00634,C0389,SKU_001,尿布
T00634,C0389,SKU_002,起司
T00634,C0389,SKU_004,紅酒
T00634,C0389,SKU_012,麵包
T00634,C0389,SKU_014,雪碧
T00634,C0389,SKU_015,牛奶
T00634,C0389,SKU_019,橘子
T00635,C1194,SKU_007,可樂
T00635,C1194,SKU_010,寶特瓶飲料
T00635,C1194,SKU_013,果醬
T00635,C1194,SKU_014,雪碧
T00635,C1194,SKU_016,豆漿
T00635,C1194,SKU_017,蘋果
T00635,C1194,SKU_018,香蕉
T00636,C0644,SKU_024,口香糖
T00637,C0305,SKU_007,可樂
T00637,C0305,SKU_016,豆漿
T00637,C0305,SKU_023,洋芋片
T00638,C0992,SKU_006,米
T00638,C0992,SKU_007,可樂
T00638,C0992,SKU_028,茶包
T00638,C0992,SKU_030,SKU_NEW_002
T00639,C0009,SKU_006,米
T00639,C0009,SKU_010,寶特瓶飲料
T00639,C0009,SKU_011,杯麵
T00639,C0009,SKU_014,雪碧
T00639,C0009,SKU_025,衛生紙
T00639,C0009,SKU_030,SKU_NEW_002
T00640,C1184,SKU_009,礦泉水
T00640,C1184,SKU_015,牛奶
T00640,C1184,SKU_022,巧克力
T00640,C1184,SKU_029,SKU_NEW_001
T00641,C0350,SKU_004,紅酒
T00641,C0350,SKU_005,塑膠袋
T00641,C0350,SKU_007,可樂
T00641,C0350,SKU_010,寶特瓶飲料
T00642,C1500,SKU_007,可樂
T00642,C1500,SKU_021,餅乾
T00643,C0181,SKU_003,啤酒
T00643,C0181,SKU_016,豆漿
T00643,C0181,SKU_017,蘋果
T00644,C0576,SKU_009,礦泉水
T00645,C0419,SKU_001,尿布
T00645,C0419,SKU_002,起司
T00645,C0419,SKU_004,紅酒
T00645,C0419,SKU_024,口香糖
T00645,C0419,SKU_026,牙膏
T00646,C0275,SKU_001,尿布
T00646,C0275,SKU_007,可樂
T00646,C0275,SKU_012,麵包
T00646,C0275,SKU_017,蘋果
T00646,C0275,SKU_024,口香糖
T00647,C0088,SKU_006,米
T00647,C0088,SKU_008,醬油
T00647,C0088,SKU_009,礦泉水
T00647,C0088,SKU_016,豆漿
T00648,C0264,SKU_002,起司
T00648,C0264,SKU_014,雪碧
T00649,C0351,SKU_002,起司
T00649,C0351,SKU_004,紅酒
T00649,C0351,SKU_017,蘋果
T00649,C0351,SKU_029,SKU_NEW_001
T00650,C0133,SKU_009,礦泉水
T00650,C0133,SKU_010,寶特瓶飲料
T00650,C0133,SKU_016,豆漿
T00650,C0133,SKU_028,茶包
T00651,C0491,SKU_005,塑膠袋
T00651,C0491,SKU_009,礦泉水
T00651,C0491,SKU_011,杯麵
T00651,C0491,SKU_027,洗髮精
T00651,C0491,SKU_028,茶包
T00651,C0491,SKU_030,SKU_NEW_002
T00652,C0264,SKU_001,尿布
T00652,C0264,SKU_005,塑膠袋
T00652,C0264,SKU_009,礦泉水
T00652,C0264,SKU_020,葡萄
T00653,C0626,SKU_001,尿布
T00653,C0626,SKU_003,啤酒
T00653,C0626,SKU_009,礦泉水
T00653,C0626,SKU_017,蘋果
T00654,C0348,SKU_003,啤酒
T00654,C0348,SKU_007,可樂
T00654,C0348,SKU_009,礦泉水
T00654,C0348,SKU_019,橘子
T00654,C0348,SKU_026,牙膏
T00655,C0489,SKU_005,塑膠袋
T00655,C0489,SKU_013,果醬
T00656,C0323,SKU_002,起司
T00656,C0323,SKU_004,紅酒
T00656,C0323,SKU_017,蘋果
T00657,C0651,SKU_001,尿布
T00657,C0651,SKU_020,葡萄
T00658,C0007,SKU_001,尿布
T00658,C0007,SKU_012,麵包
T00658,C0007,SKU_013,果醬
T00658,C0007,SKU_014,雪碧
T00658,C0007,SKU_020,葡萄
T00658,C0007,SKU_025,衛生紙
T00659,C0185,SKU_005,塑膠袋
T00659,C0185,SKU_008,醬油
T00659,C0185,SKU_009,礦泉水
T00659,C0185,SKU_013,果醬
T00659,C0185,SKU_023,洋芋片
T00660,C0046,SKU_001,尿布
T00660,C0046,SKU_005,塑膠袋
T00660,C0046,SKU_018,香蕉
T00660,C0046,SKU_024,口香糖
T00661,C0731,SKU_001,尿布
T00661,C0731,SKU_002,起司
T00661,C0731,SKU_005,塑膠袋
T00661,C0731,SKU_009,礦泉水
T00661,C0731,SKU_011,杯麵
T00661,C0731,SKU_020,葡萄
T00662,C0811,SKU_010,寶特瓶飲料
T00662,C0811,SKU_016,豆漿
T00662,C0811,SKU_021,餅乾
T00663,C0625,SKU_002,起司
T00663,C0625,SKU_006,米
T00663,C0625,SKU_008,醬油
T00663,C0625,SKU_010,寶特瓶飲料
T00663,C0625,SKU_029,SKU_NEW_001
T00664,C0002,SKU_001,尿布
T00664,C0002,SKU_003,啤酒
T00664,C0002,SKU_008,醬油
T00665,C0909,SKU_007,可樂
T00665,C0909,SKU_018,香蕉
T00665,C0909,SKU_023,洋芋片
T00665,C0909,SKU_026,牙膏
T00665,C0909,SKU_029,SKU_NEW_001
T00666,C0682,SKU_001,尿布
T00666,C0682,SKU_023,洋芋片
T00667,C0850,SKU_010,寶特瓶飲料
T00668,C0788,SKU_001,尿布
T00668,C0788,SKU_007,可樂
T00668,C0788,SKU_011,杯麵
T00668,C0788,SKU_019,橘子
T00669,C1224,SKU_001,尿布
T00669,C1224,SKU_002,起司
T00669,C1224,SKU_003,啤酒
T00669,C1224,SKU_004,紅酒
T00669,C1224,SKU_005,塑膠袋
T00669,C1224,SKU_007,可樂
T00669,C1224,SKU_009,礦泉水
T00669,C1224,SKU_014,雪碧
T00669,C1224,SKU_024,口香糖
T00670,C1321,SKU_001,尿布
T00670,C1321,SKU_007,可樂
T00670,C1321,SKU_012,麵包
T00671,C0101,SKU_006,米
T00671,C0101,SKU_008,醬油
T00671,C0101,SKU_012,麵包
T00671,C0101,SKU_029,SKU_NEW_001
T00672,C0734,SKU_001,尿布
T00672,C0734,SKU_003,啤酒
T00672,C0734,SKU_007,可樂
T00672,C0734,SKU_008,醬油
T00673,C0725,SKU_007,可樂
T00673,C0725,SKU_014,雪碧
T00674,C0139,SKU_004,紅酒
T00674,C0139,SKU_009,礦泉水
T00674,C0139,SKU_029,SKU_NEW_001
T00675,C0178,SKU_001,尿布
T00675,C0178,SKU_003,啤酒
T00675,C0178,SKU_004,紅酒
T00675,C0178,SKU_006,米
T00675,C0178,SKU_008,醬油
T00675,C0178,SKU_009,礦泉水
T00675,C0178,SKU_010,寶特瓶飲料
T00676,C0007,SKU_005,塑膠袋
T00676,C0007,SKU_008,醬油
T00677,C0038,SKU_001,尿布
T00677,C0038,SKU_002,起司
T00677,C0038,SKU_003,啤酒
T00677,C0038,SKU_004,紅酒
T00677,C0038,SKU_012,麵包
T00677,C0038,SKU_020,葡萄
T00677,C0038,SKU_029,SKU_NEW_001
T00678,C0692,SKU_006,米
T00678,C0692,SKU_007,可樂
T00678,C0692,SKU_008,醬油
T00678,C0692,SKU_018,香蕉
T00679,C0167,SKU_005,塑膠袋
T00679,C0167,SKU_023,洋芋片
T00680,C0321,SKU_001,尿布
T00680,C0321,SKU_003,啤酒
T00680,C0321,SKU_006,米
T00680,C0321,SKU_008,醬油
T00681,C0601,SKU_001,尿布
T00681,C0601,SKU_003,啤酒
T00681,C0601,SKU_004,紅酒
T00681,C0601,SKU_006,米
T00681,C0601,SKU_020,葡萄
T00682,C0104,SKU_004,紅酒
T00682,C0104,SKU_010,寶特瓶飲料
T00683,C0343,SKU_005,塑膠袋
T00684,C0458,SKU_005,塑膠袋
T00684,C0458,SKU_009,礦泉水
T00684,C0458,SKU_010,寶特瓶飲料
T00684,C0458,SKU_011,杯麵
T00684,C0458,SKU_022,巧克力
T00684,C0458,SKU_025,衛生紙
T00685,C0354,SKU_002,起司
T00685,C0354,SKU_004,紅酒
T00685,C0354,SKU_010,寶特瓶飲料
T00685,C0354,SKU_014,雪碧
T00685,C0354,SKU_017,蘋果
T00685,C0354,SKU_026,牙膏
T00686,C0284,SKU_006,米
T00686,C0284,SKU_022,巧克力
T00687,C0227,SKU_001,尿布
T00687,C0227,SKU_003,啤酒
T00687,C0227,SKU_012,麵包
T00688,C1014,SKU_023,洋芋片
T00689,C0419,SKU_005,塑膠袋
T00689,C0419,SKU_006,米
T00689,C0419,SKU_008,醬油
T00689,C0419,SKU_023,洋芋片
T00690,C0129,SKU_001,尿布
T00690,C0129,SKU_003,啤酒
T00690,C0129,SKU_024,口香糖
T00690,C0129,SKU_025,衛生紙
T00691,C0740,SKU_001,尿布
T00691,C0740,SKU_003,啤酒
T00691,C0740,SKU_009,礦泉水
T00691,C0740,SKU_010,寶特瓶飲料
T00691,C0740,SKU_011,杯麵
T00691,C0740,SKU_018,香蕉
T00691,C0740,SKU_024,口香糖
T00692,C0285,SKU_010,寶特瓶飲料
T00692,C0285,SKU_025,衛生紙
T00693,C0248,SKU_004,紅酒
T00693,C0248,SKU_009,礦泉水
T00693,C0248,SKU_010,寶特瓶飲料
T00693,C0248,SKU_013,果醬
T00693,C0248,SKU_014,雪碧
T00693,C0248,SKU_025,衛生紙
T00694,C0409,SKU_002,起司
T00694,C0409,SKU_003,啤酒
T00694,C0409,SKU_004,紅酒
T00694,C0409,SKU_016,豆漿
T00695,C0659,SKU_002,起司
T00695,C0659,SKU_004,紅酒
T00695,C0659,SKU_005,塑膠袋
T00695,C0659,SKU_007,可樂
T00695,C0659,SKU_008,醬油
T00695,C0659,SKU_009,礦泉水
T00695,C0659,SKU_024,口香糖
T00696,C0045,SKU_004,紅酒
T00697,C0095,SKU_001,尿布
T00697,C0095,SKU_003,啤酒
T00697,C0095,SKU_009,礦泉水
T00697,C0095,SKU_018,香蕉
T00697,C0095,SKU_029,SKU_NEW_001
T00698,C0101,SKU_009,礦泉水
T00698,C0101,SKU_010,寶特瓶飲料
T00698,C0101,SKU_019,橘子
T00698,C0101,SKU_022,巧克力
T00699,C0039,SKU_005,塑膠袋
T00699,C0039,SKU_010,寶特瓶飲料
T00699,C0039,SKU_014,雪碧
T00699,C0039,SKU_027,洗髮精
T00699,C0039,SKU_028,茶包
T00700,C0276,SKU_004,紅酒
T00700,C0276,SKU_005,塑膠袋
T00700,C0276,SKU_006,米
T00700,C0276,SKU_007,可樂
T00700,C0276,SKU_008,醬油
T00700,C0276,SKU_016,豆漿
T00700,C0276,SKU_022,巧克力
T00700,C0276,SKU_026,牙膏
T00701,C0493,SKU_006,米
T00701,C0493,SKU_008,醬油
T00701,C0493,SKU_009,礦泉水
T00701,C0493,SKU_015,牛奶
T00701,C0493,SKU_029,SKU_NEW_001
T00702,C0578,SKU_007,可樂
T00702,C0578,SKU_013,果醬
T00702,C0578,SKU_014,雪碧
T00703,C0825,SKU_001,尿布
T00703,C0825,SKU_003,啤酒
T00703,C0825,SKU_009,礦泉水
T00703,C0825,SKU_010,寶特瓶飲料
T00703,C0825,SKU_013,果醬
T00704,C0448,SKU_007,可樂
T00704,C0448,SKU_011,杯麵
T00705,C0080,SKU_001,尿布
T00705,C0080,SKU_005,塑膠袋
T00705,C0080,SKU_007,可樂
T00705,C0080,SKU_021,餅乾
T00706,C0499,SKU_011,杯麵
T00706,C0499,SKU_025,衛生紙
T00706,C0499,SKU_028,茶包
T00707,C0856,SKU_005,塑膠袋
T00707,C0856,SKU_010,寶特瓶飲料
T00707,C0856,SKU_017,蘋果
T00707,C0856,SKU_025,衛生紙
T00708,C0839,SKU_002,起司
T00708,C0839,SKU_004,紅酒
T00708,C0839,SKU_009,礦泉水
T00708,C0839,SKU_023,洋芋片
T00709,C0417,SKU_010,寶特瓶飲料
T00709,C0417,SKU_013,果醬
T00709,C0417,SKU_014,雪碧
T00710,C1460,SKU_001,尿布
T00710,C1460,SKU_002,起司
T00710,C1460,SKU_003,啤酒
T00710,C1460,SKU_004,紅酒
T00710,C1460,SKU_008,醬油
T00710,C1460,SKU_009,礦泉水
T00710,C1460,SKU_022,巧克力
T00711,C1444,SKU_007,可樂
T00711,C1444,SKU_010,寶特瓶飲料
T00711,C1444,SKU_015,牛奶
T00711,C1444,SKU_025,衛生紙
T00711,C1444,SKU_026,牙膏
T00711,C1444,SKU_029,SKU_NEW_001
T00712,C0203,SKU_004,紅酒
T00712,C0203,SKU_011,杯麵
T00712,C0203,SKU_024,口香糖
T00713,C0138,SKU_005,塑膠袋
T00713,C0138,SKU_007,可樂
T00713,C0138,SKU_009,礦泉水
T00713,C0138,SKU_023,洋芋片
T00714,C0135,SKU_015,牛奶
T00714,C0135,SKU_029,SKU_NEW_001
T00715,C0079,SKU_005,塑膠袋
T00715,C0079,SKU_010,寶特瓶飲料
T00715,C0079,SKU_021,餅乾
T00716,C0129,SKU_002,起司
T00716,C0129,SKU_004,紅酒
T00716,C0129,SKU_027,洗髮精
T00717,C0419,SKU_002,起司
T00717,C0419,SKU_004,紅酒
T00717,C0419,SKU_008,醬油
T00717,C0419,SKU_010,寶特瓶飲料
T00717,C0419,SKU_017,蘋果
T00717,C0419,SKU_020,葡萄
T00717,C0419,SKU_030,SKU_NEW_002
T00718,C0270,SKU_003,啤酒
T00718,C0270,SKU_007,可樂
T00718,C0270,SKU_010,寶特瓶飲料
T00718,C0270,SKU_016,豆漿
T00719,C0644,SKU_004,紅酒
T00719,C0644,SKU_013,果醬
T00719,C0644,SKU_029,SKU_NEW_001
T00720,C0778,SKU_001,尿布
T00720,C0778,SKU_003,啤酒
T00720,C0778,SKU_004,紅酒
T00720,C0778,SKU_005,塑膠袋
T00720,C0778,SKU_007,可樂
T00720,C0778,SKU_015,牛奶
T00720,C0778,SKU_017,蘋果
T00720,C0778,SKU_022,巧克力
T00721,C0604,SKU_018,香蕉
T00721,C0604,SKU_023,洋芋片
T00722,C0312,SKU_008,醬油
T00722,C0312,SKU_016,豆漿
T00722,C0312,SKU_019,橘子
T00723,C0362,SKU_004,紅酒
T00723,C0362,SKU_007,可樂
T00723,C0362,SKU_013,果醬
T00723,C0362,SKU_023,洋芋片
T00724,C1195,SKU_004,紅酒
T00724,C1195,SKU_010,寶特瓶飲料
T00724,C1195,SKU_016,豆漿
T00725,C0313,SKU_001,尿布
T00725,C0313,SKU_002,起司
T00725,C0313,SKU_003,啤酒
T00725,C0313,SKU_004,紅酒
T00725,C0313,SKU_009,礦泉水
T00725,C0313,SKU_023,洋芋片
T00725,C0313,SKU_024,口香糖
T00725,C0313,SKU_029,SKU_NEW_001
T00726,C0192,SKU_002,起司
T00726,C0192,SKU_004,紅酒
T00726,C0192,SKU_007,可樂
T00726,C0192,SKU_009,礦泉水
T00726,C0192,SKU_014,雪碧
T00727,C0045,SKU_007,可樂
T00727,C0045,SKU_010,寶特瓶飲料
T00727,C0045,SKU_013,果醬
T00727,C0045,SKU_029,SKU_NEW_001
T00728,C0068,SKU_001,尿布
T00728,C0068,SKU_005,塑膠袋
T00728,C0068,SKU_007,可樂
T00728,C0068,SKU_009,礦泉水
T00728,C0068,SKU_019,橘子
T00729,C0163,SKU_017,蘋果
T00729,C0163,SKU_018,香蕉
T00730,C0459,SKU_002,起司
T00730,C0459,SKU_004,紅酒
T00730,C0459,SKU_005,塑膠袋
T00730,C0459,SKU_006,米
T00730,C0459,SKU_008,醬油
T00730,C0459,SKU_023,洋芋片
T00731,C0133,SKU_001,尿布
T00731,C0133,SKU_007,可樂
T00731,C0133,SKU_008,醬油
T00731,C0133,SKU_011,杯麵
T00732,C0275,SKU_009,礦泉水
T00732,C0275,SKU_016,豆漿
T00732,C0275,SKU_021,餅乾
T00732,C0275,SKU_023,洋芋片
T00733,C0162,SKU_002,起司
T00733,C0162,SKU_004,紅酒
T00733,C0162,SKU_005,塑膠袋
T00733,C0162,SKU_007,可樂
T00733,C0162,SKU_013,果醬
T00734,C0513,SKU_005,塑膠袋
T00734,C0513,SKU_006,米
T00734,C0513,SKU_025,衛生紙
T00735,C0855,SKU_004,紅酒
T00735,C0855,SKU_005,塑膠袋
T00735,C0855,SKU_008,醬油
T00735,C0855,SKU_010,寶特瓶飲料
T00736,C0352,SKU_014,雪碧
T00737,C1223,SKU_004,紅酒
T00737,C1223,SKU_010,寶特瓶飲料
T00737,C1223,SKU_026,牙膏
T00738,C0468,SKU_003,啤酒
T00738,C0468,SKU_007,可樂
T00738,C0468,SKU_017,蘋果
T00739,C0689,SKU_001,尿布
T00739,C0689,SKU_003,啤酒
T00739,C0689,SKU_014,雪碧
T00739,C0689,SKU_023,洋芋片
T00739,C0689,SKU_029,SKU_NEW_001
T00739,C0689,SKU_030,SKU_NEW_002
T00740,C0681,SKU_001,尿布
T00740,C0681,SKU_003,啤酒
T00740,C0681,SKU_008,醬油
T00740,C0681,SKU_014,雪碧
T00740,C0681,SKU_030,SKU_NEW_002
T00741,C0278,SKU_001,尿布
T00741,C0278,SKU_003,啤酒
T00741,C0278,SKU_005,塑膠袋
T00741,C0278,SKU_006,米
T00741,C0278,SKU_008,醬油
T00741,C0278,SKU_023,洋芋片
T00742,C0322,SKU_013,果醬
T00742,C0322,SKU_015,牛奶
T00743,C0110,SKU_015,牛奶
T00743,C0110,SKU_025,衛生紙
T00743,C0110,SKU_026,牙膏
T00744,C0794,SKU_002,起司
T00744,C0794,SKU_008,醬油
T00744,C0794,SKU_009,礦泉水
T00744,C0794,SKU_015,牛奶
T00744,C0794,SKU_018,香蕉
T00745,C0694,SKU_004,紅酒
T00745,C0694,SKU_006,米
T00745,C0694,SKU_008,醬油
T00745,C0694,SKU_009,礦泉水
T00745,C0694,SKU_019,橘子
T00745,C0694,SKU_023,洋芋片
T00745,C0694,SKU_030,SKU_NEW_002
T00746,C0297,SKU_020,葡萄
T00747,C0132,SKU_001,尿布
T00747,C0132,SKU_003,啤酒
T00748,C0554,SKU_016,豆漿
T00748,C0554,SKU_022,巧克力
T00748,C0554,SKU_025,衛生紙
T00749,C1303,SKU_007,可樂
T00749,C1303,SKU_009,礦泉水
T00749,C1303,SKU_027,洗髮精
T00750,C0105,SKU_001,尿布
T00750,C0105,SKU_010,寶特瓶飲料
T00750,C0105,SKU_016,豆漿
T00750,C0105,SKU_022,巧克力
T00751,C1003,SKU_002,起司
T00751,C1003,SKU_004,紅酒
T00751,C1003,SKU_027,洗髮精
T00752,C0773,SKU_002,起司
T00752,C0773,SKU_004,紅酒
T00752,C0773,SKU_008,醬油
T00752,C0773,SKU_012,麵包
T00752,C0773,SKU_017,蘋果
T00753,C0080,SKU_012,麵包
T00753,C0080,SKU_013,果醬
T00753,C0080,SKU_022,巧克力
T00754,C0316,SKU_001,尿布
T00754,C0316,SKU_003,啤酒
T00754,C0316,SKU_007,可樂
T00755,C0078,SKU_004,紅酒
T00755,C0078,SKU_008,醬油
T00755,C0078,SKU_022,巧克力
T00756,C0398,SKU_017,蘋果
T00756,C0398,SKU_022,巧克力
T00757,C0246,SKU_004,紅酒
T00757,C0246,SKU_010,寶特瓶飲料
T00757,C0246,SKU_018,香蕉
T00758,C1102,SKU_004,紅酒
T00758,C1102,SKU_005,塑膠袋
T00758,C1102,SKU_007,可樂
T00758,C1102,SKU_014,雪碧
T00758,C1102,SKU_022,巧克力
T00759,C0337,SKU_005,塑膠袋
T00759,C0337,SKU_006,米
T00759,C0337,SKU_007,可樂
T00759,C0337,SKU_008,醬油
T00759,C0337,SKU_009,礦泉水
T00759,C0337,SKU_011,杯麵
T00760,C0873,SKU_005,塑膠袋
T00760,C0873,SKU_006,米
T00760,C0873,SKU_008,醬油
T00760,C0873,SKU_027,洗髮精
T00761,C0386,SKU_001,尿布
T00761,C0386,SKU_003,啤酒
T00761,C0386,SKU_005,塑膠袋
T00762,C0886,SKU_009,礦泉水
T00762,C0886,SKU_023,洋芋片
T00762,C0886,SKU_029,SKU_NEW_001
T00763,C0351,SKU_001,尿布
T00763,C0351,SKU_003,啤酒
T00763,C0351,SKU_005,塑膠袋
T00764,C0502,SKU_017,蘋果
T00764,C0502,SKU_018,香蕉
T00764,C0502,SKU_026,牙膏
T00765,C0888,SKU_004,紅酒
T00765,C0888,SKU_007,可樂
T00765,C0888,SKU_010,寶特瓶飲料
T00765,C0888,SKU_018,香蕉
T00766,C0741,SKU_001,尿布
T00766,C0741,SKU_004,紅酒
T00766,C0741,SKU_007,可樂
T00766,C0741,SKU_009,礦泉水
T00766,C0741,SKU_029,SKU_NEW_001
T00767,C0118,SKU_009,礦泉水
T00767,C0118,SKU_015,牛奶
T00768,C0690,SKU_001,尿布
T00768,C0690,SKU_009,礦泉水
T00768,C0690,SKU_020,葡萄
T00768,C0690,SKU_022,巧克力
T00769,C0294,SKU_020,葡萄
T00770,C0327,SKU_011,杯麵
T00770,C0327,SKU_021,餅乾
T00770,C0327,SKU_022,巧克力
T00771,C0451,SKU_005,塑膠袋
T00772,C0120,SKU_016,豆漿
T00773,C0404,SKU_004,紅酒
T00773,C0404,SKU_014,雪碧
T00773,C0404,SKU_021,餅乾
T00773,C0404,SKU_026,牙膏
T00773,C0404,SKU_028,茶包
T00774,C0280,SKU_024,口香糖
T00774,C0280,SKU_030,SKU_NEW_002
T00775,C0637,SKU_014,雪碧
T00775,C0637,SKU_030,SKU_NEW_002
T00776,C0558,SKU_009,礦泉水
T00776,C0558,SKU_010,寶特瓶飲料
T00776,C0558,SKU_013,果醬
T00777,C0868,SKU_001,尿布
T00777,C0868,SKU_015,牛奶
T00777,C0868,SKU_019,橘子
T00777,C0868,SKU_021,餅乾
T00777,C0868,SKU_022,巧克力
T00777,C0868,SKU_026,牙膏
T00778,C0403,SKU_005,塑膠袋
T00778,C0403,SKU_020,葡萄
T00778,C0403,SKU_023,洋芋片
T00778,C0403,SKU_030,SKU_NEW_002
T00779,C0588,SKU_013,果醬
T00780,C0786,SKU_002,起司
T00780,C0786,SKU_004,紅酒
T00780,C0786,SKU_005,塑膠袋
T00781,C0539,SKU_005,塑膠袋
T00781,C0539,SKU_008,醬油
T00781,C0539,SKU_009,礦泉水
T00782,C0459,SKU_001,尿布
T00782,C0459,SKU_003,啤酒
T00782,C0459,SKU_007,可樂
T00782,C0459,SKU_009,礦泉水
T00782,C0459,SKU_012,麵包
T00782,C0459,SKU_018,香蕉
T00783,C0978,SKU_017,蘋果
T00783,C0978,SKU_025,衛生紙
T00783,C0978,SKU_029,SKU_NEW_001
T00784,C0266,SKU_001,尿布
T00784,C0266,SKU_008,醬油
T00784,C0266,SKU_010,寶特瓶飲料
T00784,C0266,SKU_015,牛奶
T00784,C0266,SKU_027,洗髮精
T00784,C0266,SKU_028,茶包
T00785,C0275,SKU_005,塑膠袋
T00785,C0275,SKU_006,米
T00785,C0275,SKU_016,豆漿
