customer_id,Recency,Frequency,Monetary,ComplaintCnt,Tenure,AvgOrder,Segment_D4,cluster,cluster_name,Churn
C0620,20,11,29774,0,2185,2707,G2 Loyal,1,VIP 高頻高額,0
C0189,6,10,22601,2,546,2260,G2 Loyal,2,流失高風險,0
C0711,39,6,61150,0,78,10192,G8 Lost,1,VIP 高頻高額,0
C0937,60,1,17345,1,996,17345,G8 Lost,2,流失高風險,0
C1169,119,1,9070,1,2741,9070,G8 Lost,2,流失高風險,0
C1220,73,3,57918,0,1203,19306,G7 Hibernating,3,穩定中段,0
C1098,75,0,39095,1,2626,0,G7 Hibernating,2,流失高風險,0
C0902,79,1,29735,0,2964,29735,G7 Hibernating,3,穩定中段,0
C0084,3,11,50068,2,2305,4552,G1 VIP(Champions),1,VIP 高頻高額,0
C0702,0,6,18114,1,354,3019,G5 Potential Loyalists,2,流失高風險,0
C0049,10,24,44718,0,805,1863,G1 VIP(Champions),1,VIP 高頻高額,0
C1284,87,2,4486,1,2951,2243,G8 Lost,2,流失高風險,1
C0156,39,11,44102,0,2478,4009,G2 Loyal,1,VIP 高頻高額,0
C1152,105,1,13285,0,372,13285,G8 Lost,3,穩定中段,0
C1142,80,2,9734,1,1659,4867,G8 Lost,2,流失高風險,0
C0975,79,2,21337,0,2269,10668,G7 Hibernating,3,穩定中段,0
C1058,56,1,15855,1,1924,15855,G8 Lost,2,流失高風險,0
C0808,30,10,21081,0,652,2108,G2 Loyal,3,穩定中段,0
C1230,110,4,6693,0,358,1673,G8 Lost,3,穩定中段,1
C1481,245,0,3262,0,2172,0,G8 Lost,0,沉睡客戶,1
C1437,136,3,7517,1,1113,2506,G8 Lost,2,流失高風險,0
C0180,31,11,52209,0,2038,4746,G2 Loyal,1,VIP 高頻高額,0
C1356,112,0,14768,2,1278,0,G8 Lost,2,流失高風險,0
C1247,66,0,25014,0,2682,0,G7 Hibernating,3,穩定中段,0
C1041,60,1,13970,1,1517,13970,G8 Lost,2,流失高風險,0
C0950,55,1,12630,0,682,12630,G8 Lost,3,穩定中段,0
C0817,11,5,51006,0,1468,10201,G5 Potential Loyalists,1,VIP 高頻高額,0
C0364,19,11,45053,0,959,4096,G1 VIP(Champions),1,VIP 高頻高額,0
C1178,97,3,19317,2,1207,6439,G8 Lost,2,流失高風險,0
C1199,117,3,62702,0,143,20901,G7 Hibernating,3,穩定中段,0
C0347,35,11,41081,0,2403,3735,G2 Loyal,1,VIP 高頻高額,0
C1011,89,2,29402,1,1349,14701,G7 Hibernating,2,流失高風險,0
C0615,44,6,23650,0,2148,3942,G8 Lost,3,穩定中段,0
C0966,89,1,17995,0,2974,17995,G8 Lost,3,穩定中段,0
C1274,55,0,21402,0,1514,0,G7 Hibernating,3,穩定中段,0
C0590,2,6,14117,1,2845,2353,G5 Potential Loyalists,2,流失高風險,0
C1289,88,1,11656,0,2496,11656,G8 Lost,3,穩定中段,0
C0632,45,8,35737,1,942,4467,G2 Loyal,1,VIP 高頻高額,0
C0244,44,9,23929,1,1460,2659,G2 Loyal,2,流失高風險,0
C1375,293,2,7812,2,2221,3906,G8 Lost,0,沉睡客戶,1
C1452,213,0,6867,0,1016,0,G8 Lost,0,沉睡客戶,1
C0765,29,7,22218,0,2631,3174,G5 Potential Loyalists,3,穩定中段,0
C0988,99,2,16402,1,444,8201,G8 Lost,2,流失高風險,0
C0412,14,10,46275,1,832,4628,G1 VIP(Champions),1,VIP 高頻高額,0
C1421,340,0,4657,2,1814,0,G8 Lost,0,沉睡客戶,1
C1226,79,1,64065,0,1816,64065,G7 Hibernating,3,穩定中段,0
C0309,22,10,14104,0,1853,1410,G8 Lost,3,穩定中段,0
C0882,17,8,39585,0,328,4948,G1 VIP(Champions),1,VIP 高頻高額,0
C0399,36,9,30323,0,850,3369,G2 Loyal,1,VIP 高頻高額,0
C0371,10,12,13041,2,976,1087,G8 Lost,2,流失高風險,0
C0055,29,16,32741,0,2968,2046,G1 VIP(Champions),1,VIP 高頻高額,0
C1339,100,3,12590,0,34,4197,G8 Lost,3,穩定中段,1
C1183,104,2,8972,0,1954,4486,G8 Lost,3,穩定中段,0
C0313,10,12,81535,2,1084,6795,G1 VIP(Champions),1,VIP 高頻高額,0
C0922,62,3,2872,1,2045,957,G8 Lost,2,流失高風險,0
C0110,18,8,59899,0,1822,7487,G1 VIP(Champions),1,VIP 高頻高額,0
C0719,38,7,67651,0,2854,9664,G8 Lost,1,VIP 高頻高額,0
C0692,22,12,10882,1,1129,907,G8 Lost,2,流失高風險,0
C0101,14,22,50923,0,2124,2315,G1 VIP(Champions),1,VIP 高頻高額,0
C1126,50,3,18255,1,1183,6085,G8 Lost,2,流失高風險,0
C0670,16,9,19578,0,211,2175,G8 Lost,3,穩定中段,0
C1376,240,0,9955,1,1048,0,G8 Lost,0,沉睡客戶,0
C0267,34,6,60309,0,2500,10052,G8 Lost,1,VIP 高頻高額,0
C0679,22,7,27490,0,897,3927,G5 Potential Loyalists,3,穩定中段,0
C0297,11,9,19214,0,2730,2135,G8 Lost,3,穩定中段,0
C0530,17,5,17283,2,2067,3457,G5 Potential Loyalists,2,流失高風險,0
C0945,60,1,16608,0,1875,16608,G8 Lost,3,穩定中段,0
C1014,71,3,30259,0,1004,10086,G7 Hibernating,3,穩定中段,0
C0951,86,0,16651,1,2319,0,G8 Lost,2,流失高風險,0
C0378,46,8,79988,0,1879,9998,G2 Loyal,1,VIP 高頻高額,0
C0287,17,4,72009,0,1560,18002,G3 Big Spenders,1,VIP 高頻高額,0
C1439,289,0,3943,2,1140,0,G8 Lost,0,沉睡客戶,1
C0731,17,4,48707,1,1269,12177,G3 Big Spenders,2,流失高風險,0
C0127,17,14,80498,0,2146,5750,G1 VIP(Champions),1,VIP 高頻高額,0
C0328,42,9,58173,1,1863,6464,G2 Loyal,1,VIP 高頻高額,0
C0293,20,7,26652,0,2610,3807,G5 Potential Loyalists,3,穩定中段,0
C0549,11,8,18420,2,2382,2302,G8 Lost,2,流失高風險,0
C0728,29,8,54723,0,1182,6840,G1 VIP(Champions),1,VIP 高頻高額,0
C0909,80,1,16629,1,1225,16629,G8 Lost,2,流失高風險,0
C0356,46,7,54394,2,307,7771,G8 Lost,2,流失高風險,0
C0171,13,9,34057,0,745,3784,G1 VIP(Champions),1,VIP 高頻高額,0
C0967,78,2,33143,1,1553,16572,G7 Hibernating,2,流失高風險,0
C1134,76,1,16423,1,791,16423,G8 Lost,2,流失高風險,0
C0652,29,5,30451,0,1579,6090,G5 Potential Loyalists,3,穩定中段,0
C0210,36,9,36964,0,2853,4107,G2 Loyal,1,VIP 高頻高額,0
C1398,172,0,8848,1,1276,0,G8 Lost,0,沉睡客戶,1
C0141,14,8,51687,0,993,6461,G1 VIP(Champions),1,VIP 高頻高額,0
C1084,76,0,16926,0,1249,0,G8 Lost,3,穩定中段,0
C0991,82,4,8888,1,2824,2222,G8 Lost,2,流失高風險,1
C0651,31,7,12687,0,2713,1812,G8 Lost,3,穩定中段,0
C1189,91,3,6251,0,979,2084,G8 Lost,3,穩定中段,0
C1499,309,1,4320,2,45,4320,G8 Lost,0,沉睡客戶,1
C0486,23,8,10432,0,977,1304,G8 Lost,3,穩定中段,0
C0528,14,7,69094,1,2380,9871,G5 Potential Loyalists,1,VIP 高頻高額,0
C0200,10,9,10433,0,1473,1159,G8 Lost,3,穩定中段,0
C0890,10,5,51710,0,899,10342,G5 Potential Loyalists,1,VIP 高頻高額,0
C0845,18,10,89699,0,1729,8970,G1 VIP(Champions),1,VIP 高頻高額,0
C1069,116,2,38591,0,1122,19296,G7 Hibernating,3,穩定中段,0
C1206,58,1,53579,0,2042,53579,G7 Hibernating,3,穩定中段,0
C1055,44,1,16654,1,2087,16654,G8 Lost,2,流失高風險,0
C0011,12,17,57342,1,2690,3373,G1 VIP(Champions),1,VIP 高頻高額,0
C0148,20,18,53843,0,1004,2991,G1 VIP(Champions),1,VIP 高頻高額,0
C0722,15,5,42509,0,554,8502,G5 Potential Loyalists,3,穩定中段,0
C0283,41,9,41088,0,1119,4565,G2 Loyal,1,VIP 高頻高額,0
C0299,27,7,37344,0,885,5335,G5 Potential Loyalists,1,VIP 高頻高額,0
C0614,13,6,103018,0,455,17170,G5 Potential Loyalists,1,VIP 高頻高額,0
C0292,7,6,40478,1,2074,6746,G5 Potential Loyalists,1,VIP 高頻高額,0
C0650,17,12,18042,0,1134,1504,G8 Lost,1,VIP 高頻高額,0
C0599,13,9,33001,0,2408,3667,G1 VIP(Champions),1,VIP 高頻高額,0
C1044,53,2,21965,1,1721,10982,G7 Hibernating,2,流失高風險,0
C0553,10,8,27500,0,359,3438,G2 Loyal,1,VIP 高頻高額,0
C1299,61,4,9861,0,2820,2465,G8 Lost,3,穩定中段,0
C0130,6,21,87504,1,131,4167,G1 VIP(Champions),1,VIP 高頻高額,0
C1062,55,1,6223,0,1051,6223,G8 Lost,3,穩定中段,0
C0332,8,7,92510,1,2122,13216,G5 Potential Loyalists,1,VIP 高頻高額,0
C0324,13,8,38298,1,1281,4787,G1 VIP(Champions),1,VIP 高頻高額,0
C0681,50,11,18338,1,114,1667,G8 Lost,2,流失高風險,0
C0479,23,7,75326,2,2254,10761,G5 Potential Loyalists,2,流失高風險,0
C0562,28,7,40886,0,2441,5841,G5 Potential Loyalists,1,VIP 高頻高額,0
C0136,5,16,133294,0,1402,8331,G1 VIP(Champions),1,VIP 高頻高額,0
C0507,41,9,30403,1,1933,3378,G2 Loyal,1,VIP 高頻高額,0
C0514,35,10,43655,0,1932,4366,G2 Loyal,1,VIP 高頻高額,0
C1372,341,0,9009,0,2801,0,G8 Lost,0,沉睡客戶,1
C0436,36,10,29749,0,820,2975,G2 Loyal,1,VIP 高頻高額,0
C0874,38,10,53097,0,1732,5310,G2 Loyal,1,VIP 高頻高額,0
C1463,121,1,5165,2,719,5165,G8 Lost,2,流失高風險,1
C0753,36,9,34225,0,854,3803,G2 Loyal,1,VIP 高頻高額,0
C0666,24,8,26117,0,929,3265,G2 Loyal,3,穩定中段,0
C0159,16,10,17805,1,1740,1780,G8 Lost,2,流失高風險,0
C1254,52,1,40643,1,1675,40643,G7 Hibernating,2,流失高風險,0
C1293,63,5,38906,1,2085,7781,G6 At Risk,2,流失高風險,0
C0576,12,10,23615,2,323,2362,G2 Loyal,2,流失高風險,0
C0353,17,8,59468,0,2700,7434,G1 VIP(Champions),1,VIP 高頻高額,0
C0938,43,1,12755,1,490,12755,G8 Lost,2,流失高風險,0
C1296,86,0,13643,0,1092,0,G8 Lost,3,穩定中段,0
C1393,89,1,6164,1,2503,6164,G8 Lost,2,流失高風險,0
C1301,95,2,11319,1,494,5660,G8 Lost,2,流失高風險,0
C0592,19,7,14622,0,1861,2089,G5 Potential Loyalists,3,穩定中段,0
C0665,32,6,18124,0,2716,3021,G8 Lost,3,穩定中段,0
C0196,32,10,33692,0,2919,3369,G2 Loyal,1,VIP 高頻高額,0
C1241,120,2,6081,0,1168,3040,G8 Lost,3,穩定中段,0
C1049,94,3,5529,1,1031,1843,G8 Lost,2,流失高風險,0
C0439,34,10,18589,1,421,1859,G8 Lost,2,流失高風險,0
C1436,177,1,7796,1,2006,7796,G8 Lost,0,沉睡客戶,0
C0644,35,10,26644,0,152,2664,G2 Loyal,1,VIP 高頻高額,0
C0097,5,10,60539,1,2742,6054,G1 VIP(Champions),1,VIP 高頻高額,0
C0585,26,6,66577,0,557,11096,G5 Potential Loyalists,1,VIP 高頻高額,0
C1215,83,2,15537,0,1530,7768,G8 Lost,3,穩定中段,0
C0157,34,3,40956,0,1060,13652,G8 Lost,3,穩定中段,0
C0420,21,13,80729,0,48,6210,G1 VIP(Champions),1,VIP 高頻高額,0
C0411,3,9,32298,0,1667,3589,G1 VIP(Champions),1,VIP 高頻高額,0
C1223,62,1,27229,0,2340,27229,G7 Hibernating,3,穩定中段,0
C0478,13,11,44500,0,697,4045,G1 VIP(Champions),1,VIP 高頻高額,0
C0515,20,6,16663,0,549,2777,G5 Potential Loyalists,3,穩定中段,0
C1286,106,1,36463,0,2052,36463,G7 Hibernating,3,穩定中段,0
C1454,289,0,13308,1,2658,0,G8 Lost,0,沉睡客戶,1
C1119,72,1,16306,0,1902,16306,G8 Lost,3,穩定中段,0
C0448,48,10,31581,0,2991,3158,G6 At Risk,1,VIP 高頻高額,0
C0179,44,7,37737,0,2370,5391,G8 Lost,1,VIP 高頻高額,0
C0391,16,7,38514,1,917,5502,G5 Potential Loyalists,1,VIP 高頻高額,0
C1290,73,1,15075,1,901,15075,G8 Lost,2,流失高風險,0
C1308,112,2,15442,0,1485,7721,G8 Lost,3,穩定中段,0
C1367,219,0,7861,2,609,0,G8 Lost,0,沉睡客戶,1
C1048,38,3,20248,1,1233,6749,G8 Lost,2,流失高風險,0
C1143,82,3,41612,0,1434,13871,G7 Hibernating,3,穩定中段,0
C0635,34,8,31620,1,1746,3952,G2 Loyal,1,VIP 高頻高額,0
C0866,16,5,140820,0,400,28164,G5 Potential Loyalists,1,VIP 高頻高額,0
C0788,11,9,30839,0,1967,3427,G2 Loyal,1,VIP 高頻高額,0
C0745,47,6,29980,0,1145,4997,G6 At Risk,3,穩定中段,0
C0860,17,10,38492,1,1261,3849,G1 VIP(Champions),1,VIP 高頻高額,0
C0295,35,10,22603,0,2291,2260,G2 Loyal,1,VIP 高頻高額,0
C0545,8,7,48748,0,440,6964,G5 Potential Loyalists,1,VIP 高頻高額,0
C1363,286,0,8269,2,2118,0,G8 Lost,0,沉睡客戶,1
C0089,14,18,104800,0,2403,5822,G1 VIP(Champions),1,VIP 高頻高額,0
C1032,118,0,31596,1,2979,0,G7 Hibernating,2,流失高風險,0
C1380,221,0,12518,0,121,0,G8 Lost,0,沉睡客戶,0
C0577,22,5,18409,2,2917,3682,G5 Potential Loyalists,2,流失高風險,0
C0907,85,3,18731,0,1405,6244,G8 Lost,3,穩定中段,0
C1388,252,0,3213,1,1730,0,G8 Lost,0,沉睡客戶,1
C1092,61,0,20567,1,759,0,G8 Lost,2,流失高風險,0
C0944,92,1,11558,0,727,11558,G8 Lost,3,穩定中段,0
C0291,38,8,69091,0,2509,8636,G2 Loyal,1,VIP 高頻高額,0
C1419,203,1,8442,1,2411,8442,G8 Lost,0,沉睡客戶,0
C1019,78,1,23108,2,2216,23108,G7 Hibernating,2,流失高風險,0
C0349,34,9,39302,0,1845,4367,G2 Loyal,1,VIP 高頻高額,0
C0568,7,5,90893,2,2086,18179,G5 Potential Loyalists,2,流失高風險,0
C1413,250,2,22555,0,400,11278,G7 Hibernating,0,沉睡客戶,0
C1059,55,0,4709,2,753,0,G8 Lost,2,流失高風險,0
C0600,24,9,30414,0,1237,3379,G2 Loyal,1,VIP 高頻高額,0
C0459,4,8,54756,2,2530,6844,G1 VIP(Champions),2,流失高風險,0
C0376,41,8,22864,0,2705,2858,G2 Loyal,3,穩定中段,0
C0334,0,5,55479,0,1003,11096,G5 Potential Loyalists,1,VIP 高頻高額,0
C0757,17,11,33686,0,1918,3062,G1 VIP(Champions),1,VIP 高頻高額,0
C1324,97,3,15960,0,134,5320,G8 Lost,3,穩定中段,0
C0712,39,2,21950,0,508,10975,G8 Lost,3,穩定中段,0
C1390,319,0,4618,2,1722,0,G8 Lost,0,沉睡客戶,1
C0567,20,8,7896,0,2199,987,G8 Lost,3,穩定中段,0
C0329,36,7,37309,2,48,5330,G8 Lost,2,流失高風險,0
C0319,1,10,10021,1,1657,1002,G8 Lost,2,流失高風險,0
C1303,73,3,7265,0,524,2422,G8 Lost,3,穩定中段,0
C0953,99,3,15321,0,2843,5107,G8 Lost,3,穩定中段,0
C0013,3,13,102962,0,2308,7920,G1 VIP(Champions),1,VIP 高頻高額,0
C0172,44,8,35197,1,51,4400,G2 Loyal,1,VIP 高頻高額,0
C0261,13,10,27135,0,1461,2714,G2 Loyal,1,VIP 高頻高額,0
C0820,40,8,29391,0,1146,3674,G2 Loyal,3,穩定中段,0
C1495,336,0,8095,1,2162,0,G8 Lost,0,沉睡客戶,1
C0797,31,10,24845,4,2299,2484,G2 Loyal,2,流失高風險,0
C0139,2,15,51032,0,369,3402,G1 VIP(Champions),1,VIP 高頻高額,0
C0550,27,7,22192,1,776,3170,G5 Potential Loyalists,2,流失高風險,0
C0616,26,10,18302,1,1816,1830,G8 Lost,2,流失高風險,0
C0846,39,6,39956,2,2238,6659,G8 Lost,2,流失高風險,0
C0778,35,8,44271,0,2834,5534,G2 Loyal,1,VIP 高頻高額,0
C0559,30,10,36949,0,286,3695,G1 VIP(Champions),1,VIP 高頻高額,0
C0140,13,13,32739,0,2011,2518,G1 VIP(Champions),1,VIP 高頻高額,0
C1310,103,3,16768,1,108,5589,G8 Lost,2,流失高風險,0
C1024,58,4,17865,0,579,4466,G8 Lost,3,穩定中段,0
C0225,5,5,22742,0,429,4548,G5 Potential Loyalists,3,穩定中段,0
C0964,83,0,14681,0,1021,0,G8 Lost,3,穩定中段,0
C0410,5,8,21715,0,851,2714,G2 Loyal,3,穩定中段,0
C0326,30,7,70859,0,192,10123,G5 Potential Loyalists,1,VIP 高頻高額,0
C0300,27,6,27553,0,936,4592,G5 Potential Loyalists,3,穩定中段,0
C0994,55,3,19121,1,1359,6374,G8 Lost,2,流失高風險,0
C1033,94,2,20780,1,2106,10390,G7 Hibernating,2,流失高風險,0
C0671,23,12,68002,0,602,5667,G1 VIP(Champions),1,VIP 高頻高額,0
C1480,137,0,2845,0,2815,0,G8 Lost,0,沉睡客戶,1
C0947,114,2,7677,1,176,3838,G8 Lost,2,流失高風險,0
C1270,118,3,20041,1,203,6680,G8 Lost,2,流失高風險,1
C0574,30,12,67269,0,1067,5606,G1 VIP(Champions),1,VIP 高頻高額,0
C0504,30,9,38275,0,2083,4253,G1 VIP(Champions),1,VIP 高頻高額,0
C1038,71,0,4939,0,2005,0,G8 Lost,3,穩定中段,0
C0004,12,10,41757,0,1393,4176,G1 VIP(Champions),1,VIP 高頻高額,0
C1469,350,0,5394,0,2350,0,G8 Lost,0,沉睡客戶,1
C0468,21,8,35641,0,1649,4455,G1 VIP(Champions),1,VIP 高頻高額,0
C0322,43,8,23000,0,2323,2875,G2 Loyal,3,穩定中段,0
C0006,14,15,68267,1,845,4551,G1 VIP(Champions),1,VIP 高頻高額,0
C0974,65,1,6849,2,1084,6849,G8 Lost,2,流失高風險,0
C0548,30,12,92631,0,749,7719,G1 VIP(Champions),1,VIP 高頻高額,0
C1477,144,0,8265,2,348,0,G8 Lost,2,流失高風險,1
C0040,7,19,251054,2,2900,13213,G1 VIP(Champions),1,VIP 高頻高額,0
C0543,28,9,22446,1,2065,2494,G2 Loyal,2,流失高風險,0
C0243,46,7,30086,0,691,4298,G8 Lost,3,穩定中段,0
C0137,14,16,52530,1,768,3283,G1 VIP(Champions),1,VIP 高頻高額,0
C0603,16,10,78966,0,1752,7897,G1 VIP(Champions),1,VIP 高頻高額,0
C0773,30,9,35626,0,950,3958,G1 VIP(Champions),1,VIP 高頻高額,0
C0847,10,7,61344,0,2352,8763,G5 Potential Loyalists,1,VIP 高頻高額,0
C1091,112,4,13609,0,1228,3402,G8 Lost,3,穩定中段,0
C1366,123,3,38183,0,1098,12728,G7 Hibernating,3,穩定中段,0
C0582,13,7,54270,0,2627,7753,G5 Potential Loyalists,1,VIP 高頻高額,0
C1475,242,1,5056,2,337,5056,G8 Lost,0,沉睡客戶,1
C0789,26,4,37374,2,955,9344,G3 Big Spenders,2,流失高風險,0
C1389,196,1,9294,0,2377,9294,G8 Lost,0,沉睡客戶,1
C0377,25,2,17114,0,1568,8557,G4 New/Promising,3,穩定中段,0
C0315,13,8,19872,0,274,2484,G8 Lost,3,穩定中段,0
C0443,32,8,17225,0,2880,2153,G8 Lost,3,穩定中段,0
C0320,26,11,19125,1,1267,1739,G8 Lost,1,VIP 高頻高額,0
C1479,273,1,5710,2,2511,5710,G8 Lost,0,沉睡客戶,1
C0794,49,7,21888,0,1139,3127,G6 At Risk,3,穩定中段,0
C1133,97,3,30986,0,1072,10329,G7 Hibernating,3,穩定中段,0
C0425,45,11,62222,0,2502,5657,G2 Loyal,1,VIP 高頻高額,0
C0554,31,9,19930,0,1241,2214,G8 Lost,3,穩定中段,0
C0595,18,6,33070,0,173,5512,G5 Potential Loyalists,3,穩定中段,0
C0894,38,9,23878,0,2730,2653,G2 Loyal,3,穩定中段,0
C1482,101,0,23172,0,401,0,G7 Hibernating,3,穩定中段,0
C1218,121,2,22169,0,333,11084,G7 Hibernating,3,穩定中段,0
C1165,103,2,13645,0,2016,6822,G8 Lost,3,穩定中段,1
C0228,26,9,23251,0,2323,2583,G2 Loyal,3,穩定中段,0
C0715,35,5,25752,0,2627,5150,G8 Lost,3,穩定中段,0
C0811,47,10,22172,0,181,2217,G6 At Risk,3,穩定中段,0
C0980,103,3,23965,0,2627,7988,G7 Hibernating,3,穩定中段,0
C1076,99,2,59030,0,1451,29515,G7 Hibernating,3,穩定中段,0
C0067,0,25,57287,0,2223,2291,G1 VIP(Champions),1,VIP 高頻高額,0
C0394,14,10,33513,0,2094,3351,G1 VIP(Champions),1,VIP 高頻高額,0
C0580,5,9,33795,0,1400,3755,G1 VIP(Champions),1,VIP 高頻高額,0
C0990,79,2,8307,0,1502,4154,G8 Lost,3,穩定中段,0
C0212,10,8,72166,1,340,9021,G1 VIP(Champions),1,VIP 高頻高額,0
C1160,81,4,54088,0,2573,13522,G7 Hibernating,3,穩定中段,0
C0782,42,13,26818,0,1453,2063,G2 Loyal,1,VIP 高頻高額,0
C0537,26,10,16460,0,2267,1646,G8 Lost,3,穩定中段,0
C0775,33,5,109024,2,1551,21805,G8 Lost,2,流失高風險,0
C0662,10,4,29449,0,1312,7362,G8 Lost,3,穩定中段,0
C0086,11,17,80656,0,1490,4744,G1 VIP(Champions),1,VIP 高頻高額,0
C1350,60,2,77847,2,2252,38924,G7 Hibernating,2,流失高風險,0
C1217,112,4,34280,0,2799,8570,G7 Hibernating,3,穩定中段,0
C0916,97,1,10998,1,138,10998,G8 Lost,2,流失高風險,0
C0661,31,6,44809,0,1874,7468,G8 Lost,1,VIP 高頻高額,0
C1351,316,1,6914,2,2864,6914,G8 Lost,0,沉睡客戶,1
C0631,6,4,17383,0,2913,4346,G4 New/Promising,3,穩定中段,0
C1034,72,1,23599,1,1960,23599,G7 Hibernating,2,流失高風險,0
C1400,224,0,18852,1,1804,0,G8 Lost,0,沉睡客戶,1
C1093,79,2,8966,1,53,4483,G8 Lost,2,流失高風險,0
C0274,27,10,101111,1,2644,10111,G1 VIP(Champions),1,VIP 高頻高額,0
C0723,19,9,23580,1,387,2620,G2 Loyal,1,VIP 高頻高額,0
C0363,35,12,33819,0,1192,2818,G2 Loyal,1,VIP 高頻高額,0
C0623,26,7,26116,0,2698,3731,G5 Potential Loyalists,3,穩定中段,0
C0003,0,14,41041,0,1297,2932,G1 VIP(Champions),1,VIP 高頻高額,0
C0007,10,26,79532,0,908,3059,G1 VIP(Champions),1,VIP 高頻高額,0
C0312,25,8,30021,0,846,3753,G2 Loyal,1,VIP 高頻高額,0
C1168,53,3,6056,0,1194,2019,G8 Lost,3,穩定中段,0
C0939,45,3,5645,1,85,1882,G8 Lost,2,流失高風險,0
C1478,347,0,3286,1,1632,0,G8 Lost,0,沉睡客戶,1
C0216,29,4,34624,1,1896,8656,G3 Big Spenders,2,流失高風險,0
C1321,55,2,8219,0,1212,4110,G8 Lost,3,穩定中段,0
C0028,1,18,29296,0,190,1628,G2 Loyal,1,VIP 高頻高額,0
C1466,97,1,7385,1,263,7385,G8 Lost,2,流失高風險,1
C1025,122,3,13129,1,785,4376,G8 Lost,2,流失高風險,0
C0786,29,13,18385,1,796,1414,G8 Lost,1,VIP 高頻高額,0
C0639,14,10,14056,0,228,1406,G8 Lost,3,穩定中段,0
C0830,45,7,34568,0,1843,4938,G8 Lost,3,穩定中段,0
C0827,3,10,33484,2,2711,3348,G1 VIP(Champions),2,流失高風險,0
C0625,17,10,26154,0,2246,2615,G2 Loyal,1,VIP 高頻高額,0
C0850,22,8,48909,0,477,6114,G1 VIP(Champions),1,VIP 高頻高額,0
C0257,35,9,67453,0,866,7495,G2 Loyal,1,VIP 高頻高額,0
C0026,6,19,86733,1,616,4565,G1 VIP(Champions),1,VIP 高頻高額,0
C0337,18,8,17142,0,1083,2143,G8 Lost,3,穩定中段,0
C0573,15,9,53600,0,524,5956,G1 VIP(Champions),1,VIP 高頻高額,0
C0048,4,17,155067,0,986,9122,G1 VIP(Champions),1,VIP 高頻高額,0
C0107,2,15,52160,0,504,3477,G1 VIP(Champions),1,VIP 高頻高額,0
C0350,39,5,19625,1,913,3925,G8 Lost,2,流失高風險,0
C0056,13,24,102068,0,2990,4253,G1 VIP(Champions),1,VIP 高頻高額,0
C0809,46,8,29822,0,539,3728,G2 Loyal,3,穩定中段,0
C0214,39,4,68041,0,178,17010,G8 Lost,1,VIP 高頻高額,0
C0121,16,23,26888,0,2603,1169,G2 Loyal,1,VIP 高頻高額,0
C0870,42,12,12510,0,2995,1042,G8 Lost,3,穩定中段,0
C0856,35,8,32753,0,1674,4094,G2 Loyal,1,VIP 高頻高額,0
C0073,6,21,67513,0,1388,3215,G1 VIP(Champions),1,VIP 高頻高額,0
C1381,325,1,11709,1,2948,11709,G8 Lost,0,沉睡客戶,1
C0721,24,10,17327,1,1637,1733,G8 Lost,2,流失高風險,0
C0046,7,24,49284,0,2839,2054,G1 VIP(Champions),1,VIP 高頻高額,0
C1264,99,2,24780,1,1049,12390,G7 Hibernating,2,流失高風險,0
C0524,27,7,33038,2,45,4720,G5 Potential Loyalists,2,流失高風險,0
C0869,15,5,62977,0,2471,12595,G5 Potential Loyalists,1,VIP 高頻高額,0
C1108,79,2,44383,2,842,22192,G7 Hibernating,2,流失高風險,0
C1275,87,2,34594,1,2716,17297,G7 Hibernating,2,流失高風險,0
C0803,35,7,42302,1,901,6043,G8 Lost,1,VIP 高頻高額,0
C0534,34,8,13053,1,152,1632,G8 Lost,2,流失高風險,0
C1138,59,2,29911,0,2122,14956,G7 Hibernating,3,穩定中段,0
C0604,36,10,23021,0,145,2302,G2 Loyal,1,VIP 高頻高額,0
C0466,9,11,7014,0,749,638,G8 Lost,3,穩定中段,0
C1203,111,5,14895,1,849,2979,G8 Lost,2,流失高風險,0
C1278,101,2,14528,1,2839,7264,G8 Lost,2,流失高風險,0
C1444,357,1,23346,2,1445,23346,G7 Hibernating,0,沉睡客戶,1
C0989,77,2,19497,0,1068,9748,G8 Lost,3,穩定中段,0
C0061,18,20,43311,0,1561,2166,G1 VIP(Champions),1,VIP 高頻高額,0
C0886,9,11,22460,0,1920,2042,G2 Loyal,1,VIP 高頻高額,0
C0093,16,17,20699,0,1634,1218,G8 Lost,1,VIP 高頻高額,0
C0667,12,7,16253,0,248,2322,G5 Potential Loyalists,3,穩定中段,0
C0706,29,11,24849,0,757,2259,G2 Loyal,1,VIP 高頻高額,0
C0195,10,10,66367,2,2905,6637,G1 VIP(Champions),1,VIP 高頻高額,0
C0281,21,9,28471,0,1745,3163,G2 Loyal,1,VIP 高頻高額,0
C0696,11,10,31701,0,2271,3170,G2 Loyal,1,VIP 高頻高額,0
C0360,16,9,43190,0,1611,4799,G1 VIP(Champions),1,VIP 高頻高額,0
C0520,6,11,27241,1,1968,2476,G2 Loyal,1,VIP 高頻高額,0
C0813,27,7,111951,0,2810,15993,G5 Potential Loyalists,1,VIP 高頻高額,0
C0768,14,9,31365,0,585,3485,G2 Loyal,1,VIP 高頻高額,0
C0183,1,11,12914,0,1736,1174,G8 Lost,3,穩定中段,0
C1487,128,0,15364,1,954,0,G8 Lost,2,流失高風險,1
C0111,0,19,45761,0,458,2408,G1 VIP(Champions),1,VIP 高頻高額,0
