record_id,timestamp,vehicle_id,temp_zone,target_temp_low_c,target_temp_high_c,temp_c,pass_flag,sensor_fault_flag
CLD-000464,2025-03-17 07:45:00,V-004,冷藏,2,8,5.29,1.0,0
CLD-000084,2025-03-19 23:00:00,V-007,冷藏,2,8,3.02,1.0,0
CLD-000851,2025-04-06 13:15:00,V-016,多溫層,-25,8,1.16,1.0,0
CLD-000536,2025-03-17 14:15:00,,多溫層,-25,8,-21.57,,1
CLD-001035,2025-06-18 01:00:00,V-001,冷凍,-25,-18,-22.18,1.0,0
CLD-000017,2025-05-03 22:45:00,V-014,冷凍,-25,-18,-23.58,1.0,0
CLD-000738,2025-01-28 18:15:00,V-002,多溫層,-25,8,-3.21,1.0,0
CLD-001031,2025-04-24 00:30:00,V-010,冷凍,-25,-18,-26.8,0.0,0
CLD-000975,2025-03-23 14:45:00,V-011,多溫層,-25,8,0.43,1.0,0
CLD-000768,2025-04-19 14:45:00,V-007,冷藏,2,8,1.67,0.0,0
CLD-000615,2025-05-10 08:45:00,V-007,冷藏,2,8,4.58,1.0,0
CLD-000691,2025-06-17 22:00:00,V-019,冷凍,-25,-18,-18.51,1.0,0
CLD-000854,2025-03-26 23:15:00,V-002,多溫層,-25,8,6.95,1.0,0
CLD-000679,2025-06-17 06:45:00,V-017,冷藏,2,8,2.16,1.0,0
CLD-000089,2025-05-09 08:15:00,V-016,多溫層,-25,8,-0.48,1.0,0
CLD-000445,2025-03-04 08:00:00,V-006,冷藏,2,8,3.66,1.0,0
CLD-000671,2025-01-16 19:45:00,V-017,冷藏,2,8,4.62,1.0,0
CLD-000035,2025-04-19 18:15:00,V-019,冷凍,-25,-18,-17.27,0.0,0
CLD-000013,2025-03-22 13:30:00,V-010,冷凍,-25,-18,,,1
CLD-000929,2025-05-18 19:30:00,V-019,冷凍,-25,-18,-21.97,1.0,0
CLD-000573,2025-05-02 11:15:00,V-014,冷凍,-25,-18,-22.29,1.0,0
CLD-000222,2025-05-03 07:30:00,V-017,冷藏,2,8,5.41,1.0,0
CLD-001048,2025-01-29 16:00:00,V-003,冷凍,-25,-18,-18.23,1.0,0
CLD-000876,2025-03-24 03:15:00,V-020,冷凍,-25,-18,,,1
CLD-001176,2025-04-27 23:30:00,V-002,多溫層,-25,8,-25.99,0.0,0
CLD-000054,2025-04-05 04:00:00,V-019,冷凍,-25,-18,-18.38,1.0,0
CLD-000206,2025-03-23 23:00:00,V-020,冷凍,-25,-18,-21.57,1.0,0
CLD-000012,2025-06-07 13:45:00,,冷藏,2,8,5.23,,1
CLD-000173,2025-04-20 09:15:00,V-007,冷藏,2,8,8.91,0.0,0
CLD-000567,2025-06-26 10:15:00,V-009,冷凍,-25,-18,-17.14,0.0,0
CLD-000228,2025-02-11 17:30:00,V-007,冷藏,2,8,,,1
CLD-000496,2025-02-25 13:00:00,V-012,多溫層,-25,8,-5.33,1.0,0
CLD-000370,2025-01-27 19:45:00,V-007,冷藏,2,8,5.63,1.0,0
CLD-001045,2025-02-20 05:00:00,V-005,冷凍,-25,-18,-24.1,1.0,0
CLD-001157,2025-01-25 12:15:00,V-013,冷藏,2,8,1.6,0.0,0
CLD-001127,2025-02-14 16:45:00,V-012,多溫層,-25,8,-6.36,1.0,0
CLD-000829,2025-01-05 12:15:00,V-018,冷藏,2,8,,,1
CLD-000735,2025-04-29 17:15:00,V-014,冷凍,-25,-18,-17.04,0.0,0
CLD-000485,2025-01-02 12:45:00,V-017,冷藏,2,8,8.65,0.0,0
CLD-000661,2025-02-09 00:45:00,V-010,冷凍,-25,-18,-22.5,1.0,0
CLD-000915,2025-03-21 15:30:00,V-004,冷藏,2,8,2.94,1.0,0
CLD-000902,2025-01-28 14:30:00,V-011,多溫層,-25,8,-24.42,1.0,0
CLD-001106,2025-06-15 06:45:00,V-019,冷凍,-25,-18,-20.56,1.0,0
CLD-000205,2025-06-27 01:15:00,V-010,冷凍,-25,-18,-20.42,1.0,0
CLD-000643,2025-06-24 22:15:00,V-005,冷凍,-25,-18,-24.04,1.0,0
CLD-000725,2025-02-06 14:45:00,V-011,多溫層,-25,8,-23.55,1.0,0
CLD-000092,2025-04-28 17:30:00,V-004,冷藏,2,8,2.88,1.0,0
CLD-000267,2025-06-13 06:30:00,V-012,多溫層,-25,8,1.58,1.0,0
CLD-000015,2025-06-12 05:45:00,V-005,冷凍,-25,-18,-23.3,1.0,0
CLD-000797,2025-01-10 23:00:00,,多溫層,-25,8,-25.38,,1
CLD-000465,2025-05-19 14:30:00,V-003,冷凍,-25,-18,-17.34,0.0,0
CLD-000348,2025-01-03 09:00:00,V-001,冷凍,-25,-18,-25.25,0.0,0
CLD-000825,2025-06-16 11:00:00,V-002,多溫層,-25,8,-26.84,0.0,0
CLD-000579,2025-06-30 17:00:00,V-019,冷凍,-25,-18,-19.73,1.0,0
CLD-000308,2025-05-12 20:45:00,V-007,冷藏,2,8,8.77,0.0,0
CLD-000371,2025-01-04 06:30:00,V-002,多溫層,-25,8,7.0,1.0,0
CLD-000296,2025-06-18 04:15:00,V-002,多溫層,-25,8,-9.55,1.0,0
CLD-000835,2025-06-17 17:45:00,V-012,多溫層,-25,8,-3.69,1.0,0
CLD-000913,2025-02-10 22:30:00,V-001,冷凍,-25,-18,-24.31,1.0,0
CLD-000669,2025-02-15 19:45:00,V-012,多溫層,-25,8,3.72,1.0,0
CLD-000071,2025-03-17 06:30:00,V-015,冷凍,-25,-18,-22.18,1.0,0
CLD-000331,2025-01-12 01:45:00,V-010,冷凍,-25,-18,-20.72,1.0,0
CLD-000772,2025-04-11 03:45:00,V-010,冷凍,-25,-18,-23.21,1.0,0
CLD-000111,2025-04-28 11:45:00,V-015,冷凍,-25,-18,-17.07,0.0,0
CLD-000160,2025-04-22 05:00:00,V-006,冷藏,2,8,2.03,1.0,0
CLD-001098,2025-05-08 19:15:00,V-017,冷藏,2,8,6.44,1.0,0
CLD-000957,2025-05-21 04:00:00,V-013,冷藏,2,8,7.05,1.0,0
CLD-000276,2025-01-14 19:00:00,V-011,多溫層,-25,8,-1.49,1.0,0
CLD-000488,2025-04-25 01:15:00,V-002,多溫層,-25,8,-25.85,0.0,0
CLD-001179,2025-04-26 11:15:00,V-014,冷凍,-25,-18,-16.66,0.0,0
CLD-000577,2025-04-20 01:30:00,V-017,冷藏,2,8,,,1
CLD-000920,2025-06-23 00:15:00,V-020,冷凍,-25,-18,-18.38,1.0,0
CLD-000220,2025-05-18 15:45:00,V-014,冷凍,-25,-18,,,1
CLD-000396,2025-02-25 03:45:00,V-002,多溫層,-25,8,-15.23,1.0,0
CLD-000986,2025-02-16 08:00:00,V-006,冷藏,2,8,4.64,1.0,0
CLD-000648,2025-04-02 18:15:00,V-011,多溫層,-25,8,-3.34,1.0,0
CLD-001155,2025-03-28 10:00:00,V-010,冷凍,-25,-18,-19.76,1.0,0
CLD-000065,2025-01-12 23:30:00,V-003,冷凍,-25,-18,-24.5,1.0,0
CLD-000540,2025-06-29 18:45:00,V-011,多溫層,-25,8,7.15,1.0,0
CLD-001025,2025-03-15 19:30:00,V-008,冷藏,2,8,3.3,1.0,0
CLD-000591,2025-03-19 08:00:00,V-009,冷凍,-25,-18,-18.53,1.0,0
CLD-000166,2025-01-12 05:00:00,V-005,冷凍,-25,-18,-20.55,1.0,0
CLD-000580,2025-01-02 22:00:00,V-001,冷凍,-25,-18,-24.99,1.0,0
CLD-000190,2025-01-15 04:15:00,V-011,多溫層,-25,8,-7.15,1.0,0
CLD-000950,2025-04-15 11:45:00,V-002,多溫層,-25,8,-13.79,1.0,0
CLD-000556,2025-05-30 01:30:00,V-015,冷凍,-25,-18,-19.05,1.0,0
CLD-000507,2025-03-07 16:15:00,V-008,冷藏,2,8,1.87,0.0,0
CLD-000442,2025-02-02 21:15:00,V-016,多溫層,-25,8,-13.59,1.0,0
CLD-000181,2025-03-19 08:45:00,V-002,多溫層,-25,8,4.39,1.0,0
CLD-000472,2025-04-26 16:45:00,V-017,冷藏,2,8,3.97,1.0,0
CLD-000875,2025-04-27 03:45:00,V-001,冷凍,-25,-18,,,1
CLD-000430,2025-02-22 14:30:00,V-019,冷凍,-25,-18,-20.16,1.0,0
CLD-001172,2025-01-27 03:00:00,V-017,冷藏,2,8,3.84,1.0,0
CLD-000152,2025-01-15 12:15:00,V-013,冷藏,2,8,7.66,1.0,0
CLD-000930,2025-01-14 02:30:00,V-019,冷凍,-25,-18,-20.17,1.0,0
CLD-000187,2025-01-05 09:15:00,V-004,冷藏,2,8,6.47,1.0,0
CLD-000666,2025-06-23 09:30:00,V-014,冷凍,-25,-18,-25.61,0.0,0
CLD-000750,2025-04-27 10:15:00,V-008,冷藏,2,8,5.77,1.0,0
CLD-000972,2025-02-09 15:15:00,V-011,多溫層,-25,8,-16.08,1.0,0
CLD-000510,2025-01-09 09:00:00,V-008,冷藏,2,8,3.13,1.0,0
CLD-000692,2025-05-16 17:45:00,V-005,冷凍,-25,-18,-17.61,0.0,0
CLD-000790,2025-02-07 02:00:00,V-003,冷凍,-25,-18,-17.9,0.0,0
CLD-000469,2025-01-09 10:00:00,V-014,冷凍,-25,-18,-24.49,1.0,0
CLD-000087,2025-01-12 11:45:00,V-005,冷凍,-25,-18,-26.22,0.0,0
CLD-000079,2025-03-22 08:00:00,V-008,冷藏,2,8,6.62,1.0,0
CLD-000612,2025-01-19 20:45:00,V-009,冷凍,-25,-18,-22.37,1.0,0
CLD-000208,2025-06-25 08:45:00,V-011,多溫層,-25,8,4.45,1.0,0
CLD-000952,2025-01-09 20:00:00,V-014,冷凍,-25,-18,-17.52,0.0,0
CLD-000225,2025-03-14 23:45:00,V-004,冷藏,2,8,8.53,0.0,0
CLD-000016,2025-01-03 22:45:00,V-002,多溫層,-25,8,-21.07,1.0,0
CLD-000806,2025-03-02 10:45:00,V-007,冷藏,2,8,7.84,1.0,0
CLD-000459,2025-02-20 16:45:00,V-011,多溫層,-25,8,,,1
CLD-000794,2025-02-11 09:15:00,V-005,冷凍,-25,-18,-16.15,0.0,0
CLD-000515,2025-03-04 20:00:00,V-012,多溫層,-25,8,-10.4,1.0,0
CLD-000387,2025-01-12 04:00:00,V-008,冷藏,2,8,4.26,1.0,0
CLD-000828,2025-01-06 12:30:00,V-019,冷凍,-25,-18,-25.36,0.0,0
CLD-000347,2025-04-30 07:30:00,V-005,冷凍,-25,-18,-19.99,1.0,0
CLD-000245,2025-04-16 14:15:00,V-004,冷藏,2,8,3.67,1.0,0
CLD-000076,2025-03-27 10:00:00,V-018,冷藏,2,8,,,1
CLD-000831,2025-01-07 22:30:00,V-010,冷凍,-25,-18,-21.56,1.0,0
CLD-000775,2025-05-03 09:45:00,,冷藏,2,8,3.9,,1
CLD-001158,2025-01-08 18:00:00,V-001,冷凍,-25,-18,-23.8,1.0,0
CLD-000698,2025-06-11 09:30:00,V-015,冷凍,-25,-18,-25.5,0.0,0
CLD-000128,2025-03-27 19:30:00,V-019,冷凍,-25,-18,-21.41,1.0,0
CLD-000481,2025-06-22 07:30:00,V-003,冷凍,-25,-18,,,1
CLD-000751,2025-02-06 08:45:00,V-007,冷藏,2,8,4.08,1.0,0
CLD-001139,2025-02-09 01:30:00,V-010,冷凍,-25,-18,-20.32,1.0,0
CLD-000082,2025-04-24 22:15:00,V-004,冷藏,2,8,7.83,1.0,0
CLD-000393,2025-04-29 05:15:00,V-020,冷凍,-25,-18,,,1
CLD-000057,2025-05-12 18:00:00,V-011,多溫層,-25,8,-10.38,1.0,0
CLD-000513,2025-05-26 15:45:00,V-001,冷凍,-25,-18,-22.29,1.0,0
CLD-001022,2025-04-21 17:45:00,V-008,冷藏,2,8,6.43,1.0,0
CLD-000721,2025-04-14 19:00:00,V-008,冷藏,2,8,3.89,1.0,0
CLD-000410,2025-02-23 18:15:00,V-001,冷凍,-25,-18,-24.94,1.0,0
CLD-000141,2025-04-12 16:00:00,V-007,冷藏,2,8,5.21,1.0,0
CLD-000289,2025-01-21 00:15:00,V-019,冷凍,-25,-18,-16.46,0.0,0
CLD-000185,2025-02-26 02:00:00,V-013,冷藏,2,8,3.17,1.0,0
CLD-001008,2025-06-19 19:15:00,V-010,冷凍,-25,-18,-21.72,1.0,0
CLD-001173,2025-04-24 18:00:00,V-004,冷藏,2,8,3.82,1.0,0
CLD-000159,2025-06-01 10:45:00,,冷藏,2,8,5.6,,1
CLD-000905,2025-03-23 07:00:00,V-009,冷凍,-25,-18,-23.55,1.0,0
CLD-000100,2025-06-19 05:00:00,V-020,冷凍,-25,-18,-23.12,1.0,0
CLD-000038,2025-02-11 16:15:00,V-015,冷凍,-25,-18,-24.38,1.0,0
CLD-000129,2025-05-28 12:45:00,,多溫層,-25,8,-15.82,,1
CLD-000617,2025-01-23 17:00:00,V-011,多溫層,-25,8,-21.28,1.0,0
CLD-000549,2025-02-24 09:30:00,V-017,冷藏,2,8,7.22,1.0,0
CLD-000674,2025-05-22 10:15:00,V-019,冷凍,-25,-18,-25.3,0.0,0
CLD-000746,2025-01-15 13:00:00,V-018,冷藏,2,8,7.48,1.0,0
CLD-000923,2025-05-10 13:30:00,V-002,多溫層,-25,8,3.04,1.0,0
CLD-000077,2025-01-22 03:45:00,,冷藏,2,8,7.34,,1
CLD-000916,2025-03-18 10:00:00,V-005,冷凍,-25,-18,-19.47,1.0,0
CLD-000022,2025-04-21 11:45:00,V-008,冷藏,2,8,8.0,1.0,0
CLD-001133,2025-01-19 02:15:00,V-010,冷凍,-25,-18,-22.92,1.0,0
CLD-001149,2025-03-09 18:00:00,V-016,多溫層,-25,8,7.92,1.0,0
CLD-000177,2025-06-23 21:15:00,V-017,冷藏,2,8,2.6,1.0,0
CLD-001010,2025-02-26 14:15:00,V-011,多溫層,-25,8,-13.14,1.0,0
CLD-000702,2025-04-16 19:45:00,V-002,多溫層,-25,8,8.74,0.0,0
CLD-000909,2025-06-09 15:15:00,V-007,冷藏,2,8,8.51,0.0,0
CLD-000506,2025-05-03 12:45:00,V-018,冷藏,2,8,6.83,1.0,0
CLD-000125,2025-04-05 14:45:00,V-009,冷凍,-25,-18,-16.92,0.0,0
CLD-001036,2025-05-20 13:15:00,V-016,多溫層,-25,8,7.93,1.0,0
CLD-000018,2025-01-24 11:30:00,V-004,冷藏,2,8,5.5,1.0,0
CLD-000548,2025-05-12 02:00:00,V-008,冷藏,2,8,5.68,1.0,0
CLD-000169,2025-01-23 13:15:00,V-010,冷凍,-25,-18,,,1
CLD-000553,2025-01-18 14:15:00,V-001,冷凍,-25,-18,-19.53,1.0,0
CLD-001196,2025-01-27 09:30:00,V-001,冷凍,-25,-18,,,1
CLD-000218,2025-01-12 08:15:00,V-002,多溫層,-25,8,-0.94,1.0,0
CLD-001170,2025-01-27 18:15:00,V-004,冷藏,2,8,7.0,1.0,0
CLD-000039,2025-04-11 05:15:00,V-001,冷凍,-25,-18,-16.18,0.0,0
CLD-000250,2025-03-20 21:15:00,V-016,多溫層,-25,8,-4.1,1.0,0
CLD-000936,2025-03-26 01:15:00,V-005,冷凍,-25,-18,-21.07,1.0,0
CLD-000938,2025-01-14 21:45:00,V-018,冷藏,2,8,2.97,1.0,0
CLD-000816,2025-06-26 03:45:00,V-016,多溫層,-25,8,-9.29,1.0,0
CLD-001126,2025-04-13 18:00:00,V-019,冷凍,-25,-18,-23.95,1.0,0
CLD-000992,2025-05-28 19:00:00,V-003,冷凍,-25,-18,,,1
CLD-000543,2025-06-15 20:45:00,V-003,冷凍,-25,-18,,,1
CLD-000028,2025-01-04 20:00:00,V-012,多溫層,-25,8,2.64,1.0,0
CLD-000354,2025-03-20 20:15:00,V-002,多溫層,-25,8,6.07,1.0,0
CLD-001068,2025-01-21 15:00:00,V-016,多溫層,-25,8,-19.89,1.0,0
CLD-000732,2025-06-22 19:30:00,V-011,多溫層,-25,8,-13.72,1.0,0
CLD-000080,2025-04-02 01:00:00,V-019,冷凍,-25,-18,-25.26,0.0,0
CLD-000231,2025-02-28 05:15:00,V-008,冷藏,2,8,8.12,0.0,0
CLD-000320,2025-02-06 05:00:00,V-016,多溫層,-25,8,-26.08,0.0,0
CLD-000922,2025-03-07 06:45:00,V-008,冷藏,2,8,4.28,1.0,0
CLD-000061,2025-03-13 15:15:00,V-005,冷凍,-25,-18,-21.47,1.0,0
CLD-000783,2025-05-24 01:00:00,V-011,多溫層,-25,8,-1.79,1.0,0
CLD-000170,2025-04-01 10:15:00,V-008,冷藏,2,8,5.03,1.0,0
CLD-000582,2025-05-10 22:45:00,V-015,冷凍,-25,-18,-26.29,0.0,0
CLD-000344,2025-04-14 13:45:00,V-009,冷凍,-25,-18,-25.37,0.0,0
CLD-000356,2025-05-06 04:30:00,V-010,冷凍,-25,-18,-24.42,1.0,0
CLD-001004,2025-04-19 08:30:00,V-016,多溫層,-25,8,-18.71,1.0,0
CLD-000834,2025-04-01 16:15:00,V-014,冷凍,-25,-18,-19.67,1.0,0
CLD-000235,2025-04-29 23:00:00,V-006,冷藏,2,8,5.46,1.0,0
CLD-000770,2025-02-04 00:30:00,V-020,冷凍,-25,-18,-16.91,0.0,0
CLD-000665,2025-04-04 05:45:00,V-006,冷藏,2,8,8.67,0.0,0
CLD-000323,2025-02-06 10:15:00,V-001,冷凍,-25,-18,-24.64,1.0,0
CLD-000998,2025-05-18 00:00:00,V-006,冷藏,2,8,5.45,1.0,0
CLD-000993,2025-03-24 23:15:00,V-019,冷凍,-25,-18,-20.84,1.0,0
CLD-000230,2025-06-18 18:00:00,V-006,冷藏,2,8,1.95,0.0,0
CLD-000192,2025-05-14 04:15:00,V-005,冷凍,-25,-18,,,1
CLD-000594,2025-05-12 20:45:00,V-007,冷藏,2,8,1.96,0.0,0
CLD-001112,2025-04-07 11:45:00,V-020,冷凍,-25,-18,-25.79,0.0,0
CLD-000660,2025-06-15 22:30:00,V-011,多溫層,-25,8,,,1
CLD-000983,2025-01-12 20:45:00,V-001,冷凍,-25,-18,-16.96,0.0,0
CLD-000419,2025-03-09 19:30:00,V-016,多溫層,-25,8,-26.13,0.0,0
CLD-000194,2025-04-04 00:45:00,V-015,冷凍,-25,-18,-17.59,0.0,0
CLD-000242,2025-01-06 14:30:00,V-020,冷凍,-25,-18,-20.1,1.0,0
CLD-000943,2025-01-23 15:00:00,V-014,冷凍,-25,-18,-22.07,1.0,0
CLD-000290,2025-03-31 03:15:00,V-011,多溫層,-25,8,-0.23,1.0,0
CLD-000935,2025-05-24 13:00:00,V-006,冷藏,2,8,5.04,1.0,0
CLD-000514,2025-05-26 17:00:00,,冷凍,-25,-18,-19.86,,1
CLD-000917,2025-06-14 06:30:00,V-001,冷凍,-25,-18,-22.78,1.0,0
CLD-000196,2025-05-05 05:15:00,V-009,冷凍,-25,-18,-26.68,0.0,0
CLD-001011,2025-03-08 08:45:00,V-011,多溫層,-25,8,5.59,1.0,0
CLD-000976,2025-05-23 23:15:00,V-004,冷藏,2,8,5.98,1.0,0
CLD-001117,2025-01-26 21:30:00,V-002,多溫層,-25,8,-21.51,1.0,0
CLD-000630,2025-06-06 10:45:00,V-005,冷凍,-25,-18,-24.6,1.0,0
CLD-000521,2025-05-21 19:00:00,V-010,冷凍,-25,-18,-18.42,1.0,0
CLD-000504,2025-01-03 12:45:00,V-005,冷凍,-25,-18,-22.62,1.0,0
CLD-000928,2025-02-24 08:30:00,V-015,冷凍,-25,-18,-18.86,1.0,0
CLD-000027,2025-05-06 05:00:00,V-006,冷藏,2,8,2.94,1.0,0
CLD-000324,2025-05-30 08:30:00,V-001,冷凍,-25,-18,-18.84,1.0,0
CLD-000798,2025-04-13 11:15:00,V-005,冷凍,-25,-18,-19.64,1.0,0
CLD-000097,2025-02-12 12:00:00,V-010,冷凍,-25,-18,-24.46,1.0,0
CLD-000398,2025-06-25 16:45:00,V-013,冷藏,2,8,8.86,0.0,0
CLD-000477,2025-06-23 00:45:00,V-019,冷凍,-25,-18,-24.89,1.0,0
CLD-000639,2025-03-15 00:15:00,V-015,冷凍,-25,-18,-20.49,1.0,0
CLD-000101,2025-05-25 03:45:00,V-012,多溫層,-25,8,-23.06,1.0,0
CLD-000807,2025-01-23 01:00:00,V-001,冷凍,-25,-18,-19.05,1.0,0
CLD-000954,2025-03-22 02:00:00,V-013,冷藏,2,8,5.61,1.0,0
CLD-000216,2025-06-15 13:15:00,V-005,冷凍,-25,-18,-17.91,0.0,0
CLD-000501,2025-04-16 04:15:00,V-013,冷藏,2,8,8.71,0.0,0
CLD-000681,2025-04-09 23:30:00,V-005,冷凍,-25,-18,-20.69,1.0,0
CLD-000785,2025-04-21 18:15:00,V-013,冷藏,2,8,3.41,1.0,0
CLD-000224,2025-02-15 02:15:00,V-005,冷凍,-25,-18,-24.99,1.0,0
CLD-000733,2025-04-10 07:00:00,V-017,冷藏,2,8,3.6,1.0,0
CLD-000539,2025-05-28 08:45:00,V-008,冷藏,2,8,8.07,0.0,0
CLD-001178,2025-03-15 02:15:00,V-020,冷凍,-25,-18,,,1
CLD-001175,2025-04-10 08:30:00,V-012,多溫層,-25,8,-9.47,1.0,0
CLD-000074,2025-04-14 04:00:00,V-010,冷凍,-25,-18,-23.36,1.0,0
CLD-000427,2025-02-01 04:30:00,V-008,冷藏,2,8,7.14,1.0,0
CLD-000887,2025-06-26 02:30:00,V-008,冷藏,2,8,5.82,1.0,0
CLD-000606,2025-05-04 09:15:00,V-014,冷凍,-25,-18,,,1
CLD-000968,2025-03-26 11:00:00,V-013,冷藏,2,8,4.33,1.0,0
CLD-000659,2025-03-09 05:15:00,V-012,多溫層,-25,8,-26.55,0.0,0
CLD-001165,2025-03-25 04:45:00,V-003,冷凍,-25,-18,-22.7,1.0,0
CLD-000322,2025-01-14 04:15:00,V-014,冷凍,-25,-18,-18.64,1.0,0
CLD-000767,2025-03-16 16:30:00,V-017,冷藏,2,8,2.45,1.0,0
CLD-000776,2025-03-23 12:30:00,V-017,冷藏,2,8,4.86,1.0,0
CLD-001053,2025-03-16 14:45:00,V-013,冷藏,2,8,1.85,0.0,0
CLD-000599,2025-05-27 08:00:00,V-008,冷藏,2,8,8.16,0.0,0
CLD-000056,2025-02-07 08:00:00,V-018,冷藏,2,8,6.06,1.0,0
CLD-000771,2025-01-24 18:15:00,V-012,多溫層,-25,8,-13.15,1.0,0
CLD-000919,2025-03-01 17:45:00,V-008,冷藏,2,8,2.2,1.0,0
CLD-001015,2025-05-23 07:00:00,V-007,冷藏,2,8,6.55,1.0,0
CLD-001125,2025-04-21 14:30:00,V-002,多溫層,-25,8,3.02,1.0,0
CLD-000350,2025-01-30 01:00:00,V-013,冷藏,2,8,4.98,1.0,0
CLD-000151,2025-03-30 17:15:00,V-005,冷凍,-25,-18,-19.11,1.0,0
CLD-000266,2025-03-28 01:00:00,V-002,多溫層,-25,8,-13.56,1.0,0
CLD-000863,2025-04-12 18:00:00,V-008,冷藏,2,8,7.4,1.0,0
CLD-001177,2025-05-15 14:00:00,V-020,冷凍,-25,-18,-20.35,1.0,0
CLD-000680,2025-01-02 03:30:00,V-006,冷藏,2,8,5.52,1.0,0
CLD-000364,2025-06-21 22:45:00,V-004,冷藏,2,8,7.31,1.0,0
CLD-000593,2025-01-17 14:00:00,V-002,多溫層,-25,8,8.46,0.0,0
CLD-000605,2025-02-13 13:00:00,V-008,冷藏,2,8,7.03,1.0,0
CLD-001132,2025-05-31 08:00:00,V-002,多溫層,-25,8,-16.88,1.0,0
CLD-000604,2025-06-05 10:45:00,V-005,冷凍,-25,-18,-19.34,1.0,0
CLD-001120,2025-05-28 17:15:00,V-006,冷藏,2,8,7.76,1.0,0
CLD-000889,2025-04-07 23:15:00,V-002,多溫層,-25,8,-5.58,1.0,0
CLD-001071,2025-04-29 21:45:00,V-015,冷凍,-25,-18,,,1
CLD-001135,2025-06-26 09:30:00,V-008,冷藏,2,8,8.49,0.0,0
CLD-000841,2025-02-28 23:45:00,V-015,冷凍,-25,-18,-17.02,0.0,0
CLD-000413,2025-01-09 09:15:00,V-001,冷凍,-25,-18,-24.7,1.0,0
CLD-000939,2025-04-23 17:45:00,,冷凍,-25,-18,-20.39,,1
CLD-000045,2025-01-05 14:45:00,V-007,冷藏,2,8,,,1
CLD-000113,2025-02-25 03:00:00,V-017,冷藏,2,8,3.48,1.0,0
CLD-001082,2025-04-07 07:45:00,V-005,冷凍,-25,-18,-21.85,1.0,0
CLD-000318,2025-05-25 00:00:00,V-011,多溫層,-25,8,2.55,1.0,0
CLD-000874,2025-01-12 01:00:00,V-006,冷藏,2,8,4.15,1.0,0
CLD-000474,2025-04-13 00:30:00,V-016,多溫層,-25,8,2.56,1.0,0
CLD-000321,2025-05-07 03:15:00,V-004,冷藏,2,8,5.6,1.0,0
CLD-000769,2025-06-28 06:45:00,V-003,冷凍,-25,-18,-26.9,0.0,0
CLD-000305,2025-03-11 23:00:00,V-013,冷藏,2,8,3.02,1.0,0
CLD-000597,2025-05-23 08:00:00,V-005,冷凍,-25,-18,,,1
CLD-000292,2025-05-08 06:45:00,V-017,冷藏,2,8,7.18,1.0,0
CLD-000820,2025-06-05 00:45:00,V-018,冷藏,2,8,3.69,1.0,0
CLD-000784,2025-01-02 06:00:00,V-007,冷藏,2,8,2.64,1.0,0
CLD-000243,2025-05-27 19:45:00,V-015,冷凍,-25,-18,-21.67,1.0,0
CLD-000996,2025-05-11 16:45:00,V-009,冷凍,-25,-18,-18.04,1.0,0
CLD-000864,2025-02-05 18:45:00,V-012,多溫層,-25,8,-8.97,1.0,0
CLD-000009,2025-06-02 17:45:00,V-008,冷藏,2,8,3.05,1.0,0
CLD-000583,2025-06-14 17:45:00,V-017,冷藏,2,8,1.93,0.0,0
CLD-000053,2025-05-28 17:15:00,V-017,冷藏,2,8,4.35,1.0,0
CLD-001190,2025-05-26 09:45:00,V-007,冷藏,2,8,6.71,1.0,0
CLD-000897,2025-05-08 02:45:00,V-001,冷凍,-25,-18,-16.1,0.0,0
CLD-001032,2025-03-07 23:45:00,V-004,冷藏,2,8,6.52,1.0,0
CLD-000590,2025-05-16 04:30:00,V-014,冷凍,-25,-18,-19.48,1.0,0
CLD-000818,2025-02-14 18:15:00,V-013,冷藏,2,8,2.88,1.0,0
CLD-000265,2025-02-05 22:30:00,V-012,多溫層,-25,8,-23.25,1.0,0
CLD-000900,2025-02-27 10:45:00,V-017,冷藏,2,8,8.28,0.0,0
CLD-000638,2025-06-20 15:45:00,V-009,冷凍,-25,-18,-19.31,1.0,0
CLD-000623,2025-03-26 10:00:00,V-011,多溫層,-25,8,-1.79,1.0,0
CLD-000407,2025-02-14 20:15:00,V-006,冷藏,2,8,5.12,1.0,0
CLD-000525,2025-01-21 23:00:00,V-018,冷藏,2,8,3.91,1.0,0
CLD-000575,2025-03-09 13:00:00,V-013,冷藏,2,8,3.62,1.0,0
CLD-000375,2025-01-06 15:15:00,,冷藏,2,8,5.69,,1
CLD-001079,2025-01-03 19:30:00,,冷凍,-25,-18,-16.48,,1
CLD-000150,2025-06-26 04:15:00,V-007,冷藏,2,8,8.64,0.0,0
CLD-000787,2025-05-25 15:15:00,V-018,冷藏,2,8,8.15,0.0,0
CLD-000532,2025-03-18 08:00:00,V-015,冷凍,-25,-18,-21.47,1.0,0
CLD-000554,2025-05-15 14:00:00,V-012,多溫層,-25,8,-13.18,1.0,0
CLD-000498,2025-02-03 09:15:00,V-001,冷凍,-25,-18,-22.87,1.0,0
CLD-000534,2025-02-26 02:00:00,V-010,冷凍,-25,-18,-24.8,1.0,0
CLD-000217,2025-06-19 08:00:00,V-011,多溫層,-25,8,-3.09,1.0,0
CLD-000729,2025-01-21 14:15:00,V-009,冷凍,-25,-18,-23.61,1.0,0
CLD-001061,2025-04-29 00:45:00,V-013,冷藏,2,8,3.58,1.0,0
CLD-000404,2025-03-07 00:30:00,V-014,冷凍,-25,-18,-24.89,1.0,0
