order_id,order_date,ship_datetime,delivery_datetime,customer_id,customer_name,region,temp_layer,qty,freight_twd,ship_before_deliver_ok
ORD-202501-00730,2025-01-22,2025-01-22 12:53:00,2025-01-25 07:53:00,C006,全聯福利中心,新北市,冷藏,372,3446.2,True
ORD-202505-00613,2025-03-13,2025-03-13 21:25:00,2025-03-15 23:25:00,C007,統一生鮮,台北市,冷藏,370,4226.6,True
ORD-202505-00055,2025-06-02,2025-06-03 23:18:00,2025-06-06 16:18:00,C006,全聯福利中心,新竹市,冷藏,370,3905.5,True
ORD-202503-00292,2025-04-27,2025-04-27 06:06:00,2025-04-30 03:06:00,C006,全聯福利中心,高雄市,常溫,370,2046.1,True
ORD-202501-00460,2025-05-26,2025-05-27 02:09:00,2025-05-29 15:09:00,C004,家樂福全聯,台北市,冷藏,370,1571.0,True
ORD-202505-00428,2025-06-29,2025-06-30 13:25:00,2025-07-03 10:25:00,C003,水產鮮活 B2B,新北市,冷凍,366,3699.2,True
ORD-202501-00436,2025-02-04,2025-02-06 01:31:00,2025-02-08 22:31:00,C007,統一生鮮,高雄市,冷藏,366,1958.4,True
ORD-202502-00622,2025-06-29,2025-06-30 16:35:00,2025-07-03 16:35:00,C005,蝦皮購物,新竹市,常溫,365,2723.0,True
ORD-202503-00302,2025-02-28,2025-03-01 11:23:00,2025-03-01 18:23:00,C003,水產鮮活 B2B,桃園市,冷藏,365,2446.1,True
ORD-202502-00338,2025-06-15,2025-06-15 16:05:00,2025-06-18 05:05:00,C006,全聯福利中心,台南市,冷藏,363,1950.9,True
ORD-202503-00298,2025-06-22,2025-06-22 16:56:00,2025-06-23 07:56:00,C001,7-11 零售連鎖,台中市,冷藏,361,376.2,True
ORD-202503-00648,2025-02-24,2025-02-24 15:53:00,2025-02-26 14:53:00,C004,家樂福全聯,台南市,冷藏,361,854.5,True
ORD-202506-00505,2025-01-25,2025-01-26 17:36:00,2025-01-28 12:36:00,C002,momo 購物網,桃園市,常溫,360,986.4,True
ORD-202502-00234,2025-02-21,2025-02-21 17:31:00,2025-02-22 06:31:00,C003,水產鮮活 B2B,台北市,冷凍,360,2689.1,True
ORD-202503-00359,2025-06-24,2025-06-27 12:35:00,2025-06-25 19:35:00,C007,統一生鮮,台中市,冷藏,359,1865.4,False
ORD-202501-00188,2025-01-14,2025-01-15 11:03:00,2025-01-16 22:03:00,C001,7-11 零售連鎖,台中市,常溫,354,3546.9,True
ORD-202504-00084,2025-06-10,2025-06-12 12:18:00,2025-06-14 03:18:00,C001,7-11 零售連鎖,基隆市,常溫,353,344.8,True
ORD-202502-00485,2025-02-17,2025-02-17 17:15:00,2025-02-18 21:15:00,C006,全聯福利中心,高雄市,冷藏,353,128.2,True
ORD-202502-00313,2025-06-02,2025-06-04 14:48:00,2025-06-03 15:48:00,C008,PChome 24h,桃園市,常溫,353,1081.5,False
ORD-202504-00225,2025-03-08,2025-03-08 06:19:00,2025-03-08 07:19:00,C005,蝦皮購物,基隆市,常溫,353,4155.6,True
ORD-202505-00430,2025-04-24,2025-04-25 13:36:00,2025-04-27 06:36:00,C005,蝦皮購物,台北市,常溫,353,517.6,True
ORD-202506-00128,2025-01-09,2025-01-10 14:16:00,2025-01-11 02:16:00,C004,家樂福全聯,新竹市,冷藏,353,1629.8,True
ORD-202503-00432,2025-02-09,2025-02-10 15:50:00,2025-02-12 16:50:00,C003,水產鮮活 B2B,新北市,冷藏,351,2503.8,True
ORD-202502-00797,2025-03-23,2025-03-23 04:13:00,2025-03-24 22:13:00,C002,momo 購物網,台南市,常溫,350,523.6,True
ORD-202504-00375,2025-06-28,2025-06-29 07:07:00,2025-07-01 07:07:00,C006,全聯福利中心,高雄市,冷藏,349,4152.6,True
ORD-202502-00063,2025-06-04,2025-06-05 23:48:00,2025-06-06 09:48:00,C005,蝦皮購物,高雄市,常溫,349,4164.8,True
ORD-202503-00502,2025-06-13,2025-06-14 15:27:00,2025-06-15 04:27:00,C004,家樂福全聯,桃園市,冷藏,348,3951.6,True
ORD-202502-00431,2025-06-09,2025-06-11 02:04:00,2025-06-12 11:04:00,C006,全聯福利中心,桃園市,冷藏,347,1960.0,True
ORD-202502-00647,2025-04-30,2025-04-30 17:55:00,2025-05-03 08:55:00,C003,水產鮮活 B2B,新北市,冷藏,347,509.0,True
ORD-202506-00705,2025-02-11,2025-02-12 00:38:00,2025-02-12 09:38:00,C002,momo 購物網,新竹市,常溫,347,3413.8,True
ORD-202506-00146,2025-06-28,2025-06-29 10:02:00,2025-07-01 04:02:00,C005,蝦皮購物,桃園市,常溫,347,2033.8,True
ORD-202504-00021,2025-02-24,2025-02-25 04:30:00,2025-02-25 15:30:00,C008,PChome 24h,台中市,常溫,345,1452.1,True
ORD-202501-00198,2025-01-19,2025-01-19 15:42:00,2025-01-21 00:42:00,C008,PChome 24h,新北市,常溫,344,2977.2,True
ORD-202504-00314,2025-01-28,2025-01-29 21:50:00,2025-02-01 15:50:00,C007,統一生鮮,新北市,冷藏,342,125.4,True
ORD-202503-00578,2025-04-13,2025-04-14 17:26:00,2025-04-15 21:26:00,C003,水產鮮活 B2B,高雄市,冷藏,341,3990.6,True
ORD-202502-00490,2025-03-23,2025-03-24 19:48:00,2025-03-27 00:48:00,C008,PChome 24h,台南市,常溫,339,2246.3,True
ORD-202503-00753,2025-04-14,2025-04-14 21:36:00,2025-04-16 04:36:00,C005,蝦皮購物,台南市,常溫,339,296.6,True
ORD-202502-00636,2025-06-13,2025-06-13 23:00:00,2025-06-16 00:00:00,C008,PChome 24h,高雄市,常溫,338,3676.3,True
ORD-202505-00343,2025-02-09,2025-02-10 07:05:00,2025-02-12 21:05:00,C002,momo 購物網,基隆市,常溫,336,2830.9,True
ORD-202501-00426,2025-02-08,2025-02-09 23:46:00,2025-02-11 07:46:00,C006,全聯福利中心,新北市,常溫,335,3373.8,True
ORD-202505-00420,2025-06-27,2025-06-28 02:55:00,2025-06-28 11:55:00,C008,PChome 24h,新竹市,常溫,335,2918.1,True
ORD-202501-00515,2025-06-06,2025-06-07 19:19:00,2025-06-08 03:19:00,C004,家樂福全聯,高雄市,冷藏,335,212.5,True
ORD-202503-00153,2025-06-19,2025-06-19 20:37:00,2025-06-21 16:37:00,C002,momo 購物網,高雄市,常溫,333,1482.4,True
ORD-202506-00040,2025-03-21,2025-03-23 06:00:00,2025-03-25 11:00:00,C004,家樂福全聯,基隆市,常溫,332,3758.1,True
ORD-202506-00194,2025-06-11,2025-06-13 03:55:00,2025-06-15 10:55:00,C002,momo 購物網,新北市,常溫,332,3690.1,True
ORD-202503-00260,2025-05-26,2025-05-27 08:01:00,2025-05-28 09:01:00,C006,全聯福利中心,桃園市,常溫,331,680.0,True
ORD-202506-00065,2025-05-02,2025-05-02 21:09:00,2025-05-05 07:09:00,C004,家樂福全聯,台中市,冷藏,331,842.7,True
ORD-202504-00667,2025-04-07,2025-04-09 11:01:00,2025-04-11 19:01:00,C006,全聯福利中心,台北市,常溫,330,1330.5,True
ORD-202503-00195,2025-02-28,2025-03-01 10:26:00,2025-03-03 20:26:00,C002,momo 購物網,新北市,常溫,329,3263.7,True
ORD-202501-00449,2025-05-17,2025-05-17 11:18:00,2025-05-18 06:18:00,C003,水產鮮活 B2B,新北市,冷藏,329,4411.7,True
ORD-202504-00018,2025-02-28,2025-03-02 03:01:00,2025-03-03 04:01:00,C006,全聯福利中心,高雄市,冷藏,329,2331.6,True
ORD-202504-00134,2025-01-23,2025-01-24 07:51:00,2025-01-24 21:51:00,C002,momo 購物網,桃園市,常溫,329,4468.8,True
ORD-202503-00221,2025-05-11,2025-05-12 21:49:00,2025-05-13 08:49:00,C006,全聯福利中心,高雄市,常溫,328,3650.1,True
ORD-202502-00770,2025-04-21,2025-04-23 01:36:00,2025-04-23 09:36:00,C005,蝦皮購物,新竹市,常溫,328,600.3,True
ORD-202502-00259,2025-06-10,2025-06-10 18:47:00,2025-06-13 00:47:00,C001,7-11 零售連鎖,台南市,常溫,328,969.2,True
ORD-202501-00033,2025-04-03,2025-04-03 07:19:00,2025-04-06 04:19:00,C004,家樂福全聯,新北市,常溫,327,3918.6,True
ORD-202502-00363,2025-01-20,2025-01-21 22:43:00,2025-01-24 02:43:00,C008,PChome 24h,基隆市,常溫,326,1951.5,True
ORD-202501-00029,2025-06-19,2025-06-20 21:04:00,2025-06-22 17:04:00,C006,全聯福利中心,基隆市,冷藏,326,4020.8,True
ORD-202504-00682,2025-01-03,2025-01-04 19:38:00,2025-01-06 15:38:00,C006,全聯福利中心,台北市,冷藏,326,2797.4,True
ORD-202505-00571,2025-03-28,2025-03-29 00:18:00,2025-03-31 22:18:00,C006,全聯福利中心,新北市,冷藏,326,237.4,True
ORD-202503-00629,2025-02-15,2025-02-16 16:27:00,2025-02-19 08:27:00,C003,水產鮮活 B2B,基隆市,冷凍,325,440.5,True
ORD-202504-00435,2025-04-20,2025-04-21 08:45:00,2025-04-23 00:45:00,C005,蝦皮購物,台中市,常溫,325,431.3,True
ORD-202502-00576,2025-05-08,2025-05-10 04:34:00,2025-05-11 02:34:00,C008,PChome 24h,高雄市,常溫,324,2230.5,True
ORD-202506-00478,2025-02-14,2025-02-15 10:57:00,2025-02-18 05:57:00,C007,統一生鮮,新竹市,冷藏,324,2630.0,True
ORD-202503-00285,2025-03-16,2025-03-17 09:12:00,2025-03-20 08:12:00,C002,momo 購物網,基隆市,常溫,323,3124.7,True
ORD-202505-00047,2025-05-08,2025-05-09 01:49:00,2025-05-10 23:49:00,C001,7-11 零售連鎖,台北市,常溫,322,509.5,True
ORD-202503-00039,2025-04-14,2025-04-14 18:52:00,2025-04-17 16:52:00,C005,蝦皮購物,台北市,常溫,321,2033.8,True
ORD-202502-00104,2025-06-19,2025-06-20 20:14:00,2025-06-22 11:14:00,C005,蝦皮購物,基隆市,常溫,321,2033.8,True
ORD-202502-00402,2025-01-25,2025-01-27 21:10:00,2025-01-28 19:10:00,C002,momo 購物網,新竹市,常溫,320,995.5,True
ORD-202503-00657,2025-05-16,2025-05-17 21:41:00,2025-05-19 06:41:00,C006,全聯福利中心,新竹市,常溫,318,3420.0,True
ORD-202506-00020,2025-06-20,2025-06-21 16:20:00,2025-06-23 06:20:00,C005,蝦皮購物,新北市,常溫,316,2595.4,True
ORD-202503-00249,2025-03-19,2025-03-21 08:47:00,2025-03-22 20:47:00,C007,統一生鮮,台中市,冷凍,316,1259.5,True
ORD-202503-00064,2025-01-19,2025-01-20 15:29:00,2025-01-20 20:29:00,C001,7-11 零售連鎖,新竹市,常溫,315,2705.8,True
ORD-202502-00216,2025-02-21,2025-02-23 00:53:00,2025-02-24 22:53:00,C005,蝦皮購物,台北市,常溫,315,109.3,True
ORD-202503-00077,2025-03-20,2025-03-22 13:38:00,2025-03-24 20:38:00,C002,momo 購物網,台南市,常溫,315,4491.8,True
ORD-202501-00211,2025-06-03,2025-06-03 19:05:00,2025-06-05 05:05:00,C003,水產鮮活 B2B,台南市,冷凍,315,2980.3,True
ORD-202501-00377,2025-05-26,2025-05-27 18:56:00,2025-05-29 06:56:00,C003,水產鮮活 B2B,基隆市,冷凍,315,2274.1,True
ORD-202505-00265,2025-03-31,2025-04-01 12:20:00,2025-04-02 07:20:00,C002,momo 購物網,新北市,常溫,314,4023.7,True
ORD-202501-00014,2025-05-10,2025-05-11 08:08:00,2025-05-11 17:08:00,C002,momo 購物網,台北市,常溫,314,4428.6,True
ORD-202503-00184,2025-04-06,2025-04-07 02:06:00,2025-04-08 00:06:00,C005,蝦皮購物,新北市,常溫,313,946.0,True
ORD-202502-00279,2025-04-25,2025-04-26 10:43:00,2025-04-29 06:43:00,C007,統一生鮮,台南市,冷凍,313,4137.7,True
ORD-202504-00406,2025-02-28,2025-03-01 22:21:00,2025-03-03 06:21:00,C005,蝦皮購物,高雄市,常溫,312,3937.4,True
ORD-202501-00457,2025-03-13,2025-03-14 02:05:00,2025-03-14 19:05:00,C002,momo 購物網,高雄市,常溫,309,3587.3,True
ORD-202504-00641,2025-05-10,2025-05-10 15:14:00,2025-05-11 16:14:00,C003,水產鮮活 B2B,桃園市,冷藏,309,2416.2,True
ORD-202506-00473,2025-02-02,2025-02-04 14:28:00,2025-02-05 03:28:00,C001,7-11 零售連鎖,高雄市,常溫,308,1748.8,True
ORD-202501-00290,2025-05-02,2025-05-03 13:08:00,2025-05-04 08:08:00,C005,蝦皮購物,基隆市,常溫,306,875.6,True
ORD-202502-00224,2025-03-25,2025-03-27 03:29:00,2025-03-28 14:29:00,C003,水產鮮活 B2B,新竹市,冷凍,306,2097.9,True
ORD-202504-00776,2025-03-14,2025-03-14 17:10:00,2025-03-17 03:10:00,C008,PChome 24h,台北市,常溫,306,686.4,True
ORD-202506-00242,2025-03-10,2025-03-12 10:20:00,2025-03-12 22:20:00,C004,家樂福全聯,台南市,冷藏,305,2976.9,True
ORD-202503-00239,2025-04-13,2025-04-14 09:58:00,2025-04-14 19:58:00,C005,蝦皮購物,台北市,常溫,305,2918.8,True
ORD-202503-00584,2025-05-06,2025-05-07 01:48:00,2025-05-08 21:48:00,C002,momo 購物網,桃園市,常溫,305,238.0,True
ORD-202503-00053,2025-05-19,2025-05-20 12:51:00,2025-05-19 21:51:00,C003,水產鮮活 B2B,桃園市,冷藏,302,1511.1,False
ORD-202503-00575,2025-06-12,2025-06-13 02:06:00,2025-06-14 07:06:00,C008,PChome 24h,高雄市,常溫,302,1939.8,True
ORD-202504-00761,2025-05-09,2025-05-13 22:49:00,2025-05-11 02:49:00,C002,momo 購物網,新竹市,常溫,301,551.8,False
ORD-202504-00464,2025-06-29,2025-06-30 20:06:00,2025-07-03 01:06:00,C006,全聯福利中心,基隆市,常溫,301,3598.6,True
ORD-202501-00396,2025-02-22,2025-02-22 19:55:00,2025-02-24 11:55:00,C007,統一生鮮,新北市,冷藏,301,977.1,True
ORD-202506-00773,2025-05-16,2025-05-17 09:36:00,2025-05-18 01:36:00,C003,水產鮮活 B2B,台南市,冷藏,301,3599.6,True
ORD-202506-00049,2025-05-23,2025-05-24 14:05:00,2025-05-24 16:05:00,C007,統一生鮮,高雄市,冷藏,300,1764.1,True
ORD-202504-00372,2025-02-12,2025-02-13 08:03:00,2025-02-14 19:03:00,C005,蝦皮購物,台南市,常溫,300,2033.8,True
ORD-202503-00385,2025-02-17,2025-02-17 02:23:00,2025-02-17 12:23:00,C007,統一生鮮,新北市,冷凍,300,2274.1,True
ORD-202506-00097,2025-02-05,2025-02-06 08:20:00,2025-02-06 09:20:00,C002,momo 購物網,台北市,常溫,299,3275.1,True
ORD-202505-00089,2025-05-10,2025-05-13 16:34:00,2025-05-12 01:34:00,C005,蝦皮購物,台北市,常溫,299,1439.9,False
ORD-202502-00086,2025-04-30,2025-05-01 12:56:00,2025-05-04 04:56:00,C008,PChome 24h,台北市,常溫,299,1639.8,True
ORD-202504-00147,2025-02-05,2025-02-05 08:00:00,2025-02-06 13:00:00,C002,momo 購物網,新北市,常溫,299,2033.8,True
ORD-202503-00309,2025-06-26,2025-06-26 23:15:00,2025-06-27 15:15:00,C007,統一生鮮,新竹市,冷藏,298,2203.7,True
ORD-202501-00009,2025-01-09,2025-01-10 20:04:00,2025-01-12 03:04:00,C004,家樂福全聯,基隆市,冷藏,296,2169.2,True
ORD-202501-00294,2025-04-30,2025-05-01 02:26:00,2025-05-02 22:26:00,C005,蝦皮購物,台中市,常溫,296,4368.0,True
ORD-202506-00618,2025-05-25,2025-05-26 23:38:00,2025-05-29 00:38:00,C008,PChome 24h,台中市,常溫,295,499.5,True
ORD-202503-00092,2025-06-26,2025-06-27 20:31:00,2025-06-30 10:31:00,C005,蝦皮購物,新竹市,常溫,294,3070.7,True
ORD-202506-00275,2025-05-19,2025-05-21 11:19:00,2025-05-21 18:19:00,C002,momo 購物網,新竹市,常溫,294,3323.5,True
ORD-202505-00740,2025-05-14,2025-05-14 16:44:00,2025-05-16 03:44:00,C003,水產鮮活 B2B,新北市,冷藏,291,4310.6,True
ORD-202502-00096,2025-01-29,2025-01-31 10:10:00,2025-02-02 21:10:00,C008,PChome 24h,台中市,常溫,291,3060.9,True
ORD-202503-00518,2025-04-22,2025-04-22 17:15:00,2025-04-23 05:15:00,C006,全聯福利中心,台北市,冷藏,291,282.3,True
ORD-202505-00508,2025-03-12,2025-03-14 10:24:00,2025-03-15 00:24:00,C008,PChome 24h,台南市,常溫,289,2033.8,True
ORD-202506-00001,2025-03-04,2025-03-04 15:08:00,2025-03-07 13:08:00,C002,momo 購物網,新竹市,常溫,288,958.9,True
ORD-202505-00691,2025-06-12,2025-06-13 21:15:00,2025-06-16 16:15:00,C007,統一生鮮,桃園市,冷藏,288,455.0,True
ORD-202503-00238,2025-02-26,2025-02-27 04:54:00,2025-02-27 07:54:00,C001,7-11 零售連鎖,桃園市,冷藏,285,2602.4,True
ORD-202501-00370,2025-06-02,2025-06-04 03:15:00,2025-06-06 21:15:00,C001,7-11 零售連鎖,基隆市,冷藏,284,2265.55,True
ORD-202502-00719,2025-03-14,2025-03-15 08:44:00,2025-03-16 15:44:00,C003,水產鮮活 B2B,台南市,冷凍,283,3303.9,True
ORD-202501-00191,2025-02-09,2025-02-09 23:09:00,2025-02-10 06:09:00,C006,全聯福利中心,高雄市,冷藏,282,1662.7,True
ORD-202502-00236,2025-05-23,2025-05-23 21:47:00,2025-05-25 19:47:00,C003,水產鮮活 B2B,高雄市,冷藏,282,1854.9,True
ORD-202502-00268,2025-01-28,2025-01-30 05:35:00,2025-01-30 15:35:00,C002,momo 購物網,基隆市,常溫,281,782.9,True
ORD-202501-00497,2025-05-15,2025-05-16 03:10:00,2025-05-16 16:10:00,C005,蝦皮購物,基隆市,常溫,280,1217.4,True
ORD-202506-00091,2025-05-13,2025-05-14 04:35:00,2025-05-16 18:35:00,C001,7-11 零售連鎖,台南市,冷藏,280,1645.9,True
ORD-202502-00120,2025-06-18,2025-06-19 09:45:00,2025-06-21 10:45:00,C005,蝦皮購物,高雄市,常溫,279,242.5,True
ORD-202504-00240,2025-01-31,2025-02-02 02:47:00,2025-02-02 04:47:00,C007,統一生鮮,高雄市,冷藏,277,2576.9,True
ORD-202506-00374,2025-01-01,2025-01-01 21:30:00,2025-01-01 23:30:00,C003,水產鮮活 B2B,新北市,冷凍,276,438.7,True
ORD-202504-00138,2025-05-18,2025-05-19 04:39:00,2025-05-20 16:39:00,C007,統一生鮮,新北市,冷藏,275,1524.2,True
ORD-202503-00002,2025-03-28,2025-03-29 05:05:00,2025-03-29 18:05:00,C005,蝦皮購物,新竹市,常溫,275,631.7,True
ORD-202503-00625,2025-02-04,2025-02-06 08:55:00,2025-02-07 16:55:00,C002,momo 購物網,台中市,常溫,275,1465.6,True
ORD-202506-00746,2025-03-18,2025-03-19 08:27:00,2025-03-19 17:27:00,C004,家樂福全聯,新竹市,常溫,273,853.9,True
ORD-202506-00110,2025-04-06,2025-04-10 09:39:00,2025-04-07 19:39:00,C003,水產鮮活 B2B,台南市,冷藏,272,2265.55,False
ORD-202505-00150,2025-02-16,2025-02-17 16:20:00,2025-02-18 21:20:00,C006,全聯福利中心,台中市,冷藏,272,1659.9,True
ORD-202506-00554,2025-05-09,2025-05-10 16:15:00,2025-05-12 19:15:00,C008,PChome 24h,台中市,常溫,272,425.6,True
ORD-202502-00124,2025-06-30,2025-06-30 10:36:00,2025-07-03 07:36:00,C004,家樂福全聯,高雄市,冷藏,271,4349.4,True
ORD-202503-00433,2025-04-07,2025-04-07 12:50:00,2025-04-08 11:50:00,C001,7-11 零售連鎖,台南市,常溫,271,1622.1,True
ORD-202502-00668,2025-03-02,2025-03-03 03:48:00,2025-03-05 01:48:00,C002,momo 購物網,新竹市,常溫,269,1920.3,True
ORD-202506-00233,2025-01-05,2025-01-06 20:54:00,2025-01-08 03:54:00,C007,統一生鮮,桃園市,冷藏,269,3099.9,True
ORD-202506-00109,2025-04-01,2025-04-03 05:08:00,2025-04-06 03:08:00,C008,PChome 24h,新北市,常溫,269,229.5,True
ORD-202504-00073,2025-05-28,2025-05-28 18:45:00,2025-05-30 08:45:00,C001,7-11 零售連鎖,新北市,常溫,269,4388.0,True
ORD-202506-00180,2025-05-05,2025-05-06 07:56:00,2025-05-08 16:56:00,C003,水產鮮活 B2B,台中市,冷凍,269,3472.5,True
ORD-202501-00139,2025-01-15,2025-01-17 05:42:00,2025-01-18 04:42:00,C008,PChome 24h,台南市,常溫,268,2366.1,True
ORD-202504-00251,2025-04-28,2025-04-29 10:27:00,2025-04-29 16:27:00,C008,PChome 24h,基隆市,常溫,267,563.2,True
ORD-202501-00019,2025-03-22,2025-03-23 23:38:00,2025-03-24 14:38:00,C007,統一生鮮,台中市,冷藏,267,4171.0,True
ORD-202505-00395,2025-02-20,2025-02-21 04:58:00,2025-02-22 17:58:00,C008,PChome 24h,高雄市,常溫,266,128.8,True
ORD-202506-00133,2025-06-29,2025-07-01 14:27:00,2025-07-01 02:27:00,C003,水產鮮活 B2B,台北市,冷藏,266,2265.55,False
ORD-202505-00755,2025-05-16,2025-05-17 17:00:00,2025-05-19 03:00:00,C002,momo 購物網,台中市,常溫,265,936.8,True
ORD-202505-00570,2025-02-15,2025-02-16 15:34:00,2025-02-17 02:34:00,C006,全聯福利中心,基隆市,常溫,264,3672.7,True
ORD-202504-00062,2025-05-31,2025-05-31 19:33:00,2025-06-02 22:33:00,C002,momo 購物網,台中市,常溫,262,2878.9,True
ORD-202506-00663,2025-03-24,2025-03-25 12:36:00,2025-03-26 19:36:00,C004,家樂福全聯,新竹市,冷藏,262,3972.8,True
ORD-202503-00695,2025-04-07,2025-04-07 19:25:00,2025-04-08 04:25:00,C002,momo 購物網,台中市,常溫,262,2588.1,True
ORD-202504-00410,2025-02-01,2025-02-03 02:59:00,2025-02-03 23:59:00,C001,7-11 零售連鎖,高雄市,冷藏,261,3214.3,True
ORD-202503-00210,2025-06-30,2025-06-30 22:47:00,2025-07-01 14:47:00,C005,蝦皮購物,高雄市,常溫,261,1850.5,True
ORD-202501-00635,2025-04-09,2025-04-10 18:22:00,2025-04-11 01:22:00,C001,7-11 零售連鎖,台北市,常溫,261,1719.0,True
ORD-202502-00165,2025-02-21,2025-02-21 05:15:00,2025-02-23 16:15:00,C004,家樂福全聯,新北市,冷藏,259,1834.5,True
ORD-202506-00181,2025-06-19,2025-06-20 23:41:00,2025-06-21 19:41:00,C004,家樂福全聯,基隆市,常溫,259,3831.9,True
ORD-202505-00339,2025-06-08,2025-06-09 15:19:00,2025-06-11 15:19:00,C001,7-11 零售連鎖,高雄市,常溫,258,2258.4,True
ORD-202503-00376,2025-06-30,2025-07-01 13:38:00,2025-07-01 14:38:00,C001,7-11 零售連鎖,台中市,冷藏,257,2263.5,True
ORD-202506-00567,2025-05-17,2025-05-18 11:22:00,2025-05-18 15:22:00,C007,統一生鮮,新竹市,冷藏,257,3718.7,True
ORD-202506-00299,2025-02-27,2025-02-28 05:22:00,2025-03-02 22:22:00,C004,家樂福全聯,新北市,冷藏,257,2407.9,True
ORD-202505-00658,2025-06-05,2025-06-07 11:04:00,2025-06-08 21:04:00,C006,全聯福利中心,基隆市,冷藏,256,1407.1,True
ORD-202502-00388,2025-01-21,2025-01-23 11:50:00,2025-01-23 20:50:00,C008,PChome 24h,桃園市,常溫,256,2373.5,True
ORD-202506-00466,2025-06-06,2025-06-09 22:04:00,2025-06-07 06:04:00,C007,統一生鮮,高雄市,冷藏,256,496.0,False
ORD-202506-00300,2025-04-28,2025-04-29 05:05:00,2025-04-30 04:05:00,C002,momo 購物網,台中市,常溫,255,745.2,True
ORD-202503-00045,2025-05-16,2025-05-18 10:36:00,2025-05-19 10:36:00,C007,統一生鮮,桃園市,冷藏,255,4114.7,True
ORD-202506-00498,2025-06-25,2025-06-27 10:46:00,2025-06-27 13:46:00,C008,PChome 24h,新竹市,常溫,255,216.6,True
ORD-202506-00384,2025-03-26,2025-03-27 17:36:00,2025-03-29 08:36:00,C008,PChome 24h,台北市,常溫,254,1049.8,True
ORD-202506-00136,2025-06-18,2025-06-19 20:13:00,2025-06-22 14:13:00,C001,7-11 零售連鎖,台中市,常溫,254,1785.6,True
ORD-202506-00131,2025-04-28,2025-04-30 18:42:00,2025-05-02 16:42:00,C002,momo 購物網,台南市,常溫,254,1266.9,True
ORD-202505-00742,2025-05-01,2025-05-02 12:12:00,2025-05-04 06:12:00,C006,全聯福利中心,台北市,冷藏,253,1085.9,True
ORD-202504-00409,2025-02-04,2025-02-06 08:30:00,2025-02-05 12:30:00,C008,PChome 24h,新竹市,常溫,252,1868.1,False
ORD-202506-00158,2025-01-07,2025-01-09 00:10:00,2025-01-10 14:10:00,C008,PChome 24h,台南市,常溫,251,4035.4,True
ORD-202506-00707,2025-06-01,2025-06-03 18:08:00,2025-06-05 09:08:00,C003,水產鮮活 B2B,基隆市,冷藏,250,1844.6,True
ORD-202505-00491,2025-02-22,2025-02-25 20:04:00,2025-02-23 04:04:00,C004,家樂福全聯,台中市,常溫,250,542.0,False
ORD-202502-00231,2025-06-25,2025-06-27 13:21:00,2025-06-27 21:21:00,C003,水產鮮活 B2B,高雄市,冷藏,250,1108.4,True
ORD-202506-00245,2025-01-05,2025-01-07 04:55:00,2025-01-09 06:55:00,C006,全聯福利中心,新北市,冷藏,249,3911.1,True
ORD-202504-00609,2025-02-16,2025-02-17 18:09:00,2025-02-17 23:09:00,C001,7-11 零售連鎖,台中市,冷藏,248,3870.9,True
ORD-202505-00214,2025-04-07,2025-04-08 11:30:00,2025-04-10 07:30:00,C005,蝦皮購物,新北市,常溫,247,593.9,True
ORD-202503-00639,2025-01-31,2025-02-01 02:52:00,2025-02-01 14:52:00,C005,蝦皮購物,台中市,常溫,246,2033.8,True
ORD-202504-00683,2025-05-31,2025-06-01 19:56:00,2025-06-04 10:56:00,C002,momo 購物網,新北市,常溫,244,1194.5,True
ORD-202501-00122,2025-04-17,2025-04-19 02:07:00,2025-04-19 21:07:00,C008,PChome 24h,基隆市,常溫,244,511.5,True
ORD-202504-00345,2025-03-21,2025-03-22 07:38:00,2025-03-24 05:38:00,C007,統一生鮮,新竹市,冷凍,244,1266.7,True
ORD-202506-00655,2025-01-24,2025-01-25 21:27:00,2025-01-27 03:27:00,C002,momo 購物網,基隆市,常溫,244,3693.6,True
ORD-202505-00331,2025-01-29,2025-01-30 15:34:00,2025-02-02 04:34:00,C006,全聯福利中心,台南市,冷藏,244,2265.55,True
ORD-202501-00394,2025-02-09,2025-02-11 04:36:00,2025-02-13 07:36:00,C001,7-11 零售連鎖,基隆市,常溫,244,560.2,True
ORD-202503-00415,2025-01-11,2025-01-12 14:13:00,2025-01-12 15:13:00,C001,7-11 零售連鎖,新竹市,冷藏,243,3425.5,True
ORD-202505-00175,2025-01-13,2025-01-15 16:06:00,2025-01-15 19:06:00,C001,7-11 零售連鎖,台中市,冷藏,243,3182.3,True
ORD-202503-00392,2025-05-29,2025-05-31 04:00:00,2025-06-02 22:00:00,C007,統一生鮮,基隆市,冷藏,243,1113.1,True
ORD-202502-00615,2025-06-22,2025-06-23 06:48:00,2025-06-23 08:48:00,C004,家樂福全聯,基隆市,冷藏,242,1106.2,True
ORD-202503-00692,2025-06-04,2025-06-05 07:58:00,2025-06-07 20:58:00,C005,蝦皮購物,基隆市,常溫,241,1569.9,True
ORD-202505-00591,2025-06-23,2025-06-24 14:32:00,2025-06-26 23:32:00,C004,家樂福全聯,桃園市,冷藏,241,2271.4,True
ORD-202503-00202,2025-05-05,2025-05-06 01:04:00,2025-05-08 01:04:00,C001,7-11 零售連鎖,台北市,冷藏,241,2265.55,True
ORD-202502-00752,2025-05-14,2025-05-14 15:09:00,2025-05-16 04:09:00,C008,PChome 24h,台北市,常溫,240,2033.8,True
